channel_id,channel_title,channel_description,is_official
UCc2j0JhnR8Hx0Hj13RhCJag,City of Delray Beach,Delray Beach is a vibrant city with historic charm and award-winning beaches. www.delraybeachfl.gov.,yes
UCGr4emNE4XBi-dS8WlJsvFA,Broker James Arena,"Real Estate Professional, Content Creator and Information Provider. Broker James M. Arena will keep you coming back for more.",no
UCHxHJQCYf067_qYAmq9lKcw,City of Boynton Beach,,yes
UC0bCUnP5RrkJZUtd3bBz6Kw,WPTV News - FL Palm Beaches and Treasure Coast,"WPTV NewsChannel 5, the NBC affiliate in West Palm Beach, is Florida's top rated television station. WPTV covers Palm Beach ...",yes
UC6KcefKj7mvfC2wb3ED-lCQ,LIVING IN PALM BEACH FLORIDA,"Originally from New York, I relocated my family to South Florida 18 years ago. Knowing that we wanted to live in Florida but not ...",no
UCc2j0JhnR8Hx0Hj13RhCJag,City of Delray Beach,Delray Beach is a vibrant city with historic charm and award-winning beaches. www.delraybeachfl.gov.,yes
UCHxHJQCYf067_qYAmq9lKcw,City of Boynton Beach,,yes
UC8I5opEq1KM8XVH3Rervmkw,WPB-TV,Welcome to the City of West Palm Beach's official YouTube channel. We broadcast live and prerecorded city meetings and videos ...,yes
UC6KcefKj7mvfC2wb3ED-lCQ,LIVING IN PALM BEACH FLORIDA,"Originally from New York, I relocated my family to South Florida 18 years ago. Knowing that we wanted to live in Florida but not ...",yes
UCrU-5fD4GgpJCQq751rG5Kw,Friends of Delray,Friends of Delray is a diverse group of Delray Beach residents and supporters who have come together in the belief that our ...,no.
