channel_id,channel_title,channel_description,is_official
UCJSuOInWP8pYtzchvlFQ4vw,Jaye Wopo ✪,The Official Youtube For Jaye Wopo Contact Info ⇩ Email; dirtyface438@gmail.com Instagram @jayewopo About Jaye Wopo ...,no
UC22E_yx2gDG6oHFKYLSUzUA,Fla Heartland,,no
UChfCdPpmKKB_Gj4AxcLxizw,wimberlytv,,"i'm sorry, but you did not provide the channel description. can you please provide the description so i can accurately assess whether the channel is an official town or city youtube channel?"
UClP5MsuA8Rlo1VqLUqclAqQ,Tanb Rambo,South Florida Artist From The #1 Poorest City In The U.S. Which Is Pahokee FL.,no
UC6P-EXSove1nm152xTM0ExQ,Roof Pros,"Welcome to the Roof Pros! We are specialist in helping with your Roof Projects. We love educating our consumers, so enjoy ...",no
UChfCdPpmKKB_Gj4AxcLxizw,wimberlytv,,no
UClP5MsuA8Rlo1VqLUqclAqQ,Tanb Rambo,South Florida Artist From The #1 Poorest City In The U.S. Which Is Pahokee FL.,no
UC22E_yx2gDG6oHFKYLSUzUA,Fla Heartland,,no
UCystbmGiLq18C7PMCb4ORvA,Dha Kartel Mekkah,GROUND UP FLORIDA RAPPER “WEST PALM BEACH” PAHOKEE FLORIDA IG:@dkmekkah FACEBOOK:dhakartelmekkah ...,no
UC-ue6p1Qc6g6Wrf6p2OTrsQ,Felisia Hill,Felisia Hill Commissioner felisia hill served previous terms as Vice Mayor of the City of Pahokee in 2016-2017 and 2013-2014.,no
