channel_id,channel_title,channel_description,is_official
UCJAvRA0UOsMwH3_fSEvrPTw,MOVING FLORIDA MEMORIES ,Films focusing on the development of Florida Entertainment and the Infrastructure of the state.,no
UCh5JILdzwUkg9fKJY6x2ukA,DFW HookSet,"Hey guys welcome to my channel DFW HookSet, I grew up fishing alot off the bank. I fished for bass & catfish in a little country ...",no
UCsFlXKhyL4hT3MPBoog1-4A,Golfing The Villages,The source for all things Golf in The Villages. Hello World and welcome to Golfing The Villages. You have just stumbled upon a ...,yes
UComL_tKgKalXnY0hwePSl8Q,Chris Harden,"Join me as I invade cities and towns throughout the U.S. Big city, small town, rural village, inner city, tourist towns, doesn't matter.",no
UCRzE_amcRwn4-jlssWKX78w,BusinessFlare Aerial,"With BusinessFlare Aerial, we want to use this channel to showcase cool downtowns and other interesting places, highlight ...",no
UCQLscw9DgrA_zm127VmG9Xg,City of Belle Glade,"Welcome to the official YouTube Channel for the City of Belle Glade! 110 Dr M.L.K. Jr Blvd W, Belle Glade, FL 33430 | (561) ...",yes
UC8SsyOk5b11W9wf-cnDVdsw,Youvens 35 Thermidor Orlando Florida Belle Glade,Orlando Florida Belle Glade Hi everyone l v take pictures l video if you like for me to come in touch with me my phone ...,no
UC22E_yx2gDG6oHFKYLSUzUA,Fla Heartland,,no
UCSZboKBWOG6qALApMpPB6gA,Youvens 36 Thermibor,Youvens thermibor Belle Glade.,no
UCYF8zF5LTwXbdWYiwtH4idg,markendy estimphil,,no.
