channel_id,channel_title,channel_description,is_official
UC_2_HYbdP8MFVSyXB0TPH8A,Madeira Beach Getaway,,no
UC4wiAo4CXu3j__3SRxhegnQ,martin73photo,"Welcome to my channel where I share the outdoors and nature's amazing beauty, captured through my camera lens, with as many ...",no
UCEOhuCBO4yPF5c_4p9vJ1Ng,Gators Parasail,Ranked the #1 Attraction in Madeira Beach by Trip Advisor. Located in Madeira Beach Florida at the historic John's Pass Village ...,no
UCJGBf4dcXC-FVeV_YsnW10g,"Living in St Pete Beach & Clearwater, Florida","As a lead real estate agent, my family's spirit of adventure and the management of our family jet ski business since 2007 have ...",no
UCWj1_fwi8WVR5uZ6flXZ1lg,Robert Matuszak,,no
UCwUVyiKqqm6CYJv8FYZRVmw,Lovin' the Sunshine City,"I'm Veronica Sierra, a local Realtor with Century 21 in Saint Petersburg, Florida and The Gulf Coast Beaches. I created this series ...",no
UCrvVzTLI9SiwEMkjJByUz8A,Our Mad Beach Life,"Hi, I'm Stephanie Gish and this channel captures my adventures living in Madeira Beach, Florida, and exploring our city and the ...",no
UCU5ocMcwbaVkK5RgaKIZK_w,"City of Treasure Island, FL (Official Page)","Treasure Island, located along the Gulf of Mexico, is home to white sandy beaches, pristine waters, hotels, restaurants and ...",yes
UCClfuCgOnIidIT-IQQT8QMQ,tampavideotours,,no
UCJPHswyQOvTVB6DmR7GcHjQ,Walking Florida,"Welcome to Walking Florida, a YouTube channel dedicated to exploring the best of the Sunshine State. Thank you for joining us ...",no
