channel_id,channel_title,channel_description,is_official
UCBcmUDq5_b_P-cjxKLae-cQ,Volusia County Towing,Volusia County Towing located in holly hill is nestled in the Center of Volusia County Florida just 1 Mile from the World Center of ...,yes
UCSG4HcOb1npxbejSxedUmCQ,Holly International Airport,"Welcome to the official channel of Holly International Airport! This channel is focused around the airport, and the neighboring town ...",yes
UCxubucA59XcL_BZyeQYIXDw,Mainland Auto Sales,Mainland Auto Sales is a used car dealership in Daytona Beach Voulsia County Florida. Quality pre owned vehicles since 1993.,no
UCxH0MkY6v0sjZzmMgW9TSRQ,Elisa True Crime,"Racconto storie di true crime che mi hanno particolarmente scioccata per denunciare, diffondere consapevolezza ma soprattutto ...",no
UCDfpExlfTODxr_8vSrZx1Fw,Jonathan Brady,"Nominated for 2016 Musician of the year, The Deland Original Music Festival by Songwriters Showcases of America. Performing ...",no
UCkjnRubnds1--rrsaFHX4DQ,City of Holly Hill,,no
UCPDPB6iDcz0aI3YWHyK2tsg,Florida Streets,"""Florida Streets is the perfect channel for those who want to experience the beautiful state of Florida from the comfort of their home ...",no
UCA-i-aRT5VdSPP_VLZ_fUPA,Sommer Home Group,"Florida REALTOR -Call/text (386) 414-0162 This channel is to provide information about different areas of Florida, as well as, ...",no
UC82pklN26gKyh9SxBePNY4g,Lee Buckner #thebestcookingrealtor,,no
UC2MpCAfBiJhwwPrEyJKI59w,Linda Ann Borrello,Please help me with raise money for Spay and neuter rabies and health certificate and checkup. 3 pups now 6 months. Mandatory ...,no
