channel_id,channel_title,channel_description,is_official
UCc2j0JhnR8Hx0Hj13RhCJag,City of Delray Beach,Delray Beach is a vibrant city with historic charm and award-winning beaches. www.delraybeachfl.gov.,yes
UC8I5opEq1KM8XVH3Rervmkw,WPB-TV,Welcome to the City of West Palm Beach's official YouTube channel. We broadcast live and prerecorded city meetings and videos ...,yes
UC0bCUnP5RrkJZUtd3bBz6Kw,WPTV News - FL Palm Beaches and Treasure Coast,"WPTV NewsChannel 5, the NBC affiliate in West Palm Beach, is Florida's top rated television station. WPTV covers Palm Beach ...",no
UCHxHJQCYf067_qYAmq9lKcw,City of Boynton Beach,,no
UC6KcefKj7mvfC2wb3ED-lCQ,LIVING IN PALM BEACH FLORIDA,"Originally from New York, I relocated my family to South Florida 18 years ago. Knowing that we wanted to live in Florida but not ...",no
UCc2j0JhnR8Hx0Hj13RhCJag,City of Delray Beach,Delray Beach is a vibrant city with historic charm and award-winning beaches. www.delraybeachfl.gov.,yes
UC8I5opEq1KM8XVH3Rervmkw,WPB-TV,Welcome to the City of West Palm Beach's official YouTube channel. We broadcast live and prerecorded city meetings and videos ...,yes
UCHxHJQCYf067_qYAmq9lKcw,City of Boynton Beach,,yes
UC0udo2jMvu6ua8h4I4uhYFg,Vida en Tampa FL,"Si esta es la primera vez que visitas mi canal, y quieres saber todo acerca de como se come, duerme, trabaja, juega, lo bueno y ...",no
UC6KcefKj7mvfC2wb3ED-lCQ,LIVING IN PALM BEACH FLORIDA,"Originally from New York, I relocated my family to South Florida 18 years ago. Knowing that we wanted to live in Florida but not ...",no
