channel_id,channel_title,channel_description,is_official
UCEC41M_fE0Dwwx3azh93AnQ,Moving to Fort Myers Florida,Hi! I'm Jess and I am your 'all things Fort Myers' girl! I've lived in and around Fort Myers my entire life. I lead a group of fantastic ...,no
UCjVN2cQon3QuOIhTcwsBXhQ,Daniel Powers (Danoman),"These videos showcase my life down here is Southwest Florida in a sleepy little country town named Alva, outside of Fort Myers, ...",no
UCnagrlUPDqOoW0RaxWjGM8w,Lindsay Dee Dee Rodriguez,Let my 15 years in construction work to your benefit. Come have the experience with the experinced!!!,no
UC10UILujtgO7yqkiGr6gGqw,Florida Heritage Team,www.FloridaHeritageTeam.com (239) 908-1310.,no
UCnkKfbT4GeEPJylgjzpey3A,Fort Myers area Real Estate,Florida Residential REALTOR featuring video of lifestyle and communities in SW Florida.,no
UCsL6kwDtIycs05GwixNWv0A,Weekends on the water,,not enough information.
UCEC41M_fE0Dwwx3azh93AnQ,Moving to Fort Myers Florida,Hi! I'm Jess and I am your 'all things Fort Myers' girl! I've lived in and around Fort Myers my entire life. I lead a group of fantastic ...,yes
UCnagrlUPDqOoW0RaxWjGM8w,Lindsay Dee Dee Rodriguez,Let my 15 years in construction work to your benefit. Come have the experience with the experinced!!!,no
UCWOaeRR-KJ9EFMAGHH6aiVQ,Manuel Vargas  - Your Pool Home Realtor,"Welcome to Manny's Pool Home Realtor! I'm Manny, your pool home expert in Lee County. Get exclusive insights into the best ...",no
UCmrwqGMeuyTtKYAA8FiLldQ,Katia Linzalone Realtor SWFL,Welcome to my YouTube channel! I am a licensed realtor in SWFL (Southwest Florida) and originally from Brazil. As a fluent ...,no
