channel_id,channel_title,channel_description,is_official
UCuKoLH6o_--A0pbLVN91hUg,City of Dade City,"Located among the rolling hills of Northeast Pasco County, Florida, Dade City is a delightful blend of old and new, trendy and ...",yes
UCCKmMICgZSvuYIYRiz_rofA,Dade City History,,no
UCZM8hdlQsQEkjL9aKifk3-w,Surfside Florida,,no
UC_AbCd_IxzXs_gPrWYJq0ww,Dance Town Singers,Up and coming Lead singer Brandon Devon Osborn brings his golden voice to this new band. Dance Town Singers is based in ...,no
UCSCzXpZ82FfA5udLY6WynCQ,Town of Miami Lakes,"When it incorporated in December 2000, the Town of Miami Lakes became the 31st municipality in Miami-Dade County. Known ...",yes
UCuKoLH6o_--A0pbLVN91hUg,City of Dade City,"Located among the rolling hills of Northeast Pasco County, Florida, Dade City is a delightful blend of old and new, trendy and ...",yes
UCc9IZVGBOd7Q8XxwCfS2OHw,"Grace Baptist Church of Dade City, Florida","This channel features services and specials from Grace Baptist Church of Dade City Florida. Grace Baptist is an Independent, ...",yes
UCqdmQwkCSDIFemEPYeqfKfQ,Dade city Florida,This page is created to help keep Dade City a beautiful place and share local news and events. And share the amazing people ...,no
UCJs9eCJH1mIqHNMzLptjQCA,Dade city Florida,Local news and events for Dade City Florida.,yes
UCFC4U4RVpRM8J6OKf4CXa0Q,"Spin City Dade City, FL. ",High energy indoor spin class to exercise the body and mind #spincitydcfl.,no
