channel_id,channel_title,channel_description,is_official
UCrwNj88Szza94mOuEw6Jjrg,Town of Marathon,,unable to provide an accurate response without the channel description.
UCmESAN9TH0Xkm9j6dGEUbxA,The Tackle Box Marathon Florida Keys,We are dedicated to sharing our adventures we have here in the Florida Keys.,no
UCARmXK6IKhxyQfFvMsjI54w,"Gurdwara Shri Guru Singh Sabha,Modal Town Ext. Ldh","Waheguru ji ka Khalsa Waheguru ji ki Fateh All uploads on this channel are live recorded from G Guru Singh Sabha, Model Town ...",yes
UCMiXJJbJPvCE-cvgqnNBURw,MJ Selling Paradise,Curious about life in the Florida Keys? Whether you are just visiting or looking to make this extraordinary destination your ...,no
UCoWc7pmnmEpwGL-3kqWsRVg,Florida Fishing Experience,Fisherman and hunter.,no
UCYAMJXmJK0EvXjtteiqbnbg,Mike Cinque,"My name is Mike Cinque, and I am running for Marathon, Florida City Council this November 4, 2014.",no
UCrlg0carbhb750bQ66xlXNg,What's up Marathon?,"Come and see why I love Marathon FL. This is where you can get info on Up coming events, recap of the latest event, Video ...",no
UCeNkqf4i4Vuhx27dXYPoLog,Race World Offshore,,no
UCscMq9fyUhFq8gdK1qCg-9Q,Marathon After Midnight,The comedy-horror series stars the dysfunctional van Pendelton family who operate the Florida Keys only Gothic bed and ...,no
UCtk1r9F4JxB7tFhyrE99O5A,Last Stand of the Florida Keys,,no
