channel_id,channel_title,channel_description,is_official
UCtVyBmVsRAp70iwyJ6Z3b4Q,Living in Manalapan Florida,Are you thinking about moving to or relocating to Manalapan and wondering if you can handle living in South Florida?,no
UC0bCUnP5RrkJZUtd3bBz6Kw,WPTV News - FL Palm Beaches and Treasure Coast,"WPTV NewsChannel 5, the NBC affiliate in West Palm Beach, is Florida's top rated television station. WPTV covers Palm Beach ...",yes
UCJ3OM4F4-yr8-Vx7i8fzTnA,Farrell Building Company,Farell Building Company is the Hamptons premier luxury home builder.,no
UC6KcefKj7mvfC2wb3ED-lCQ,LIVING IN PALM BEACH FLORIDA,"Originally from New York, I relocated my family to South Florida 18 years ago. Knowing that we wanted to live in Florida but not ...",no
UCc2j0JhnR8Hx0Hj13RhCJag,City of Delray Beach,Delray Beach is a vibrant city with historic charm and award-winning beaches. www.delraybeachfl.gov.,yes
UCjCjFoBPc1AkT7iNJ3UWvTA,LIV South Florida,"This channel is all about LIVing in South Florida, moving to South Florida and relocating to South Florida. What are we ...",no
UC5mMgb2CSdQBm24LQLHRkag,Tracy Ward,Tracy has established herself as one of the most accomplished and sought-after Realtors in northern Palm Beach County.,no
UCEh7ntlQNe_TEbnqZbT2-jw,Professional Services Contracting,"Contractors For Remodeling, Renovations, & New Construction We are a fully licensed and insured Contracting firm who ...",no
UCk_qvLl1Yk-m2542VO0ZOAQ,PalmBeachBalloons.com,"www.PalmBeachBalloons.com 561:385-2047 Boca Raton balloon delivery, Parkland, Highland Beach, Delray Beach, Ocean ...",no
UCE-DHVBIRF_kbYwmKhHnaUA,retractableawningsfl,,no
