channel_id,channel_title,channel_description,is_official
UC7zQ0m7EFHPhodsW1b6Zs6A,Bill Wade,,no
UCrIvy1wHkpjBrEM_FUWocaQ,FrankFilms,"Our vision at FrankFilms is to be recognized for our exceptional craftsmanship, personalized service, and commitment to creating ...",no
UCH_dK2y5yDyf4U5i8vhh9_w,I am Walking Man,Immerse yourself in places that maybe you have never been to but dream of visiting. Let me take you there! Walk along with me as ...,no
UCZ9Rv9KandxcTY5KdJy71pA,Dasha McNamara ,"Discovering Florida's finest, fun places and shows. Antique Shopping with me. Shop with me.",no
UClRVzcL2ZZ9VtqPEY4E0H5A,ClaireLucia,"Mijn naam is Claire Lucia Simon; fashion business student, dromer, reislustige dwaas, avonturier met een missie en altijd ...",no
UCN-ayvBLpjxzY-It-7IRQ_g,Webster Media Solutions,"Welcome to Webster Media. We are based out of Tampa, Florida. However, we've filmed all up and down the US Eastern ...",no
UC5rPoix9HZ7OZ1NDE8zDexA,Central Florida Farms and Land,We Provide Extreme Customer Service In The Farms And Land Industry. We Realize That On Many Occasions There Is A ...,no
UCiqoiO9tU6eX7NLcOc4oxmQ,Sara Webster,,no
UCH_dK2y5yDyf4U5i8vhh9_w,I am Walking Man,Immerse yourself in places that maybe you have never been to but dream of visiting. Let me take you there! Walk along with me as ...,no
UCT80YajolSXW8_ST9TFYS3Q,DJ Cook,i hate bad youtubers.,no
