channel_id,channel_title,channel_description,is_official
UCl6Odacm7g41cqVb6JRhuSQ,City of Boca Raton Government,Official City of Boca Raton (Government),yes
UC01SJbCQneYo_5P4hJzTf2A,Town Center Church,"A brand new community of Jesus followers in Boca Raton, Florida led by Pastor Jerry Sander.",no
UCPLwuGyC2hQk9ONTlh8YPfQ,Living in Boca Raton Florida,"Are you wondering what it's like to live in Boca Raton, Florida? Well, this is the channel you need! We absolutely love this town ...",no
UC1Ihc7AwhY8mpfJ3oQrjpig,BocaHistory,"The mission and purpose of the Boca Raton Historical Society & Museum is to collect, preserve, and present information and ...",yes
UCtBkjXmzO0K5o34EwPfNUkA,"2500Boca on Federal - Boca Raton, FL","EXPERIENCE EXCEPTIONAL LIVING Tucked away in the scenic northeastern portion of Boca Raton, Florida 2500 Boca offers ...",no
UCl6Odacm7g41cqVb6JRhuSQ,City of Boca Raton Government,Official City of Boca Raton (Government),yes
UCmZcjmxKYh3hAS-PDQObkXA,City Highlights,"City Highlights is web series about south Florida cities. Beginning with Delray Beach and Boca Raton, the channel will cover ...",yes
UC01SJbCQneYo_5P4hJzTf2A,Town Center Church,"A brand new community of Jesus followers in Boca Raton, Florida led by Pastor Jerry Sander.",no
UCilpir3rzIcsT_qYvDBc4bQ,Boca Raton Police Services Department,"Our police department has 327 men and women, including both law enforcement and civilian employees, dedicated to keeping ...",yes
UCqdqpXL8P86Tw6IX_rmgG8g,Visit Boca Raton,"Welcome to our channel devoted to Boca Raton, Florida! This vibrant city has something to offer for everyone, from nature ...",yes
