channel_id,channel_title,channel_description,is_official
UCDz1-m1rzglGoYCHG-yTLaA,"City of Jacksonville, Florida","Official YouTube page for the City of Jacksonville, Florida.",yes
UCBvNLjCCZtu9PWDV41cR6-Q,City of Jacksonville Beach,The official City of Jacksonville Beach YouTube page. This page is not monitored at all times. DO NOT use this forum to report ...,yes
UCVGBv0P99Uvs-1b6jh6Rrfw,Jacksonville Florida Living,"I'm Justin Agustin, a local realtor with REAL Broker since 2018 and your ultimate guide to the vibrant city of Jacksonville, Florida!",no
UCx2bGNY3hdcZ7LxlnbDZotw,LIVING IN JACKSONVILLE FLORIDA,"This channel is all about living in Jacksonville, Florida, moving to Jacksonville Florida, and relocating to Jacksonville Florida.",no
UCnukjV-mZHhvzzq1h66SChw,PUT ON 4 UR CITY,NEW YOUTUBE CHANNEL ➡️ https://youtube.com/channel/UCyDBEyaW4DoMi6rM9Yn7zmA FOLLOW ME ON ...,no
UCDz1-m1rzglGoYCHG-yTLaA,"City of Jacksonville, Florida","Official YouTube page for the City of Jacksonville, Florida.",yes
UCBvNLjCCZtu9PWDV41cR6-Q,City of Jacksonville Beach,The official City of Jacksonville Beach YouTube page. This page is not monitored at all times. DO NOT use this forum to report ...,yes
UCB4Oa6Afrw_AsZzd9JdeUGQ,City Bible Church,"WE ARE BRINGING JESUS CHRIST TO HEARTS, COMMUNITIES, & THE WORLD!",no
UCVGBv0P99Uvs-1b6jh6Rrfw,Jacksonville Florida Living,"I'm Justin Agustin, a local realtor with REAL Broker since 2018 and your ultimate guide to the vibrant city of Jacksonville, Florida!",no
UCN9nJoPnO8yv0LxNHUtM7nQ,River City Church,Awakening people to the transforming presence and power of God's love.,no
