channel_id,channel_title,channel_description,is_official
UCp9KAZIrP1ZdmMZF8YiK9ZQ,The Sanibel Captiva Guide ,"Sanibel Island & Captiva Island videos and podcasts by long-time locals Nick, Lori & Max Adams. We share top tips and hidden ...",no
UCTF-wEnfKoqXo9WOk-1ev5w,Town of Fort Myers Beach FL,,yes
UCxmqRQtjVGAjcb6UAwwWEyQ,Captiva Storm Ready,Captiva Storm Ready is based on the work of The Captiva Hurricane Preparation & Response Committee that was formed after ...,no
UCN4YHY9Svp-Hn-qoPNiVXCw,Cape TV,CapeTV is the City of Cape Coral's government information channel carried on Comcast Channel 98 and CenturyLink Prism ...,yes
UCHdQcbDAEJdWNMHLll3orqA,SCCFSanibelCaptiva,"Founded in 1967, SCCF's (The Sanibel-Captiva Conservation Foundation) mission is to protect and care for Southwest Florida's ...",yes
UCp9KAZIrP1ZdmMZF8YiK9ZQ,The Sanibel Captiva Guide ,"Sanibel Island & Captiva Island videos and podcasts by long-time locals Nick, Lori & Max Adams. We share top tips and hidden ...",no
UCxmqRQtjVGAjcb6UAwwWEyQ,Captiva Storm Ready,Captiva Storm Ready is based on the work of The Captiva Hurricane Preparation & Response Committee that was formed after ...,no
UCHdQcbDAEJdWNMHLll3orqA,SCCFSanibelCaptiva,"Founded in 1967, SCCF's (The Sanibel-Captiva Conservation Foundation) mission is to protect and care for Southwest Florida's ...",yes
UCtKAtXiyjZAJeZgp8W7q-OQ,SunnySide,"New cities skylines youtuber, bringing you my first series, a florida inspired city, Captiva Key!",no
UCbO9QtnYO0lOOqLyTbLbjsQ,Taylor Realty,,no
