channel_id,channel_title,channel_description,is_official
UCwWs-vZ6h-5P6XvQOCllSCA,"City of Sunrise, Florida","The City of Sunrise, located in western Broward County, Florida is home to approximately 92000 residents and host to several ...",yes
UCIn2KNbbwCbmDkGSJ_lO1Hg,two dollars twenty,,"sorry, it seems like the channel description is missing. could you please provide more information for me to assess whether the channel is an official town or city youtube channel?"
UCVtTjaaajzCaWsMxHBmTIsA,City of Hollywood,"The City of Hollywood, Florida's YouTube Channel contains videos produced by the Office of Communications, Marketing and ...",yes
UC5Zskeb1lsyvYsIqwyUIrhw,City of St. Pete Beach,Welcome to the Sunset Capital of Florida. This is the official City of St. Pete Beach YouTube Channel. You'll find video updates for ...,yes
UCN0DRerLd9qZlmDN9wfhV5g,Florida Roadways,Enjoy my videos as I'm driving throughout Florida talking about Real Estate and what they're is to do in Florida. Enjoy.,no
UCwWs-vZ6h-5P6XvQOCllSCA,"City of Sunrise, Florida","The City of Sunrise, located in western Broward County, Florida is home to approximately 92000 residents and host to several ...",yes
UCIn2KNbbwCbmDkGSJ_lO1Hg,two dollars twenty,,no
UC5Zskeb1lsyvYsIqwyUIrhw,City of St. Pete Beach,Welcome to the Sunset Capital of Florida. This is the official City of St. Pete Beach YouTube Channel. You'll find video updates for ...,yes
UCCDYYn58lqRiSNvX1uLjQ1A,Citrus City Cinematics,"Hello everyone, This channel is dedicated to my business Citrus City Cinematics. The business is based out of the Central Florida ...",no
UC5k3Kc0avyDJ2nG9Kxm9JmQ,Bright Sun Films,"From Abandoned buildings, to Bankrupt companies and Cancelled projects, Bright Sun Films is the place to explore our past and ...",no
