channel_id,channel_title,channel_description,is_official
UCbSPevCgVXnioN_UUEhKhCg,New Life Center Ministries of Wildwood,"New Life Center Ministries is a nondenominational church, located in Wildwood (Royal), Florida.",no
UCB9PCMnYiytHYscQJEm3kCw,NLCC Live,"Live-stream video recording of New Life Christian Church services, specials, and concerts.",no
UCnukjV-mZHhvzzq1h66SChw,PUT ON 4 UR CITY,NEW YOUTUBE CHANNEL ➡️ https://youtube.com/channel/UCyDBEyaW4DoMi6rM9Yn7zmA FOLLOW ME ON ...,no
UCVq6hkSHTakwLuvt5Me-abw,Exploring The Villages Florida,Join us (Dave and Brenda) as we explore The retirement community of The Villages Florida. We will explore new construction ...,no
UC4UimES_xLEu_7VPyMrIeKA,The Villages Florida,"The Villages is an active retirement community located in sunny central Florida. Conceived over 50 years ago, our hometown has ...",yes
UCbSPevCgVXnioN_UUEhKhCg,New Life Center Ministries of Wildwood,"New Life Center Ministries is a nondenominational church, located in Wildwood (Royal), Florida.",no
UCB9PCMnYiytHYscQJEm3kCw,NLCC Live,"Live-stream video recording of New Life Christian Church services, specials, and concerts.",yes
UCnukjV-mZHhvzzq1h66SChw,PUT ON 4 UR CITY,NEW YOUTUBE CHANNEL ➡️ https://youtube.com/channel/UCyDBEyaW4DoMi6rM9Yn7zmA FOLLOW ME ON ...,no
UCVq6hkSHTakwLuvt5Me-abw,Exploring The Villages Florida,Join us (Dave and Brenda) as we explore The retirement community of The Villages Florida. We will explore new construction ...,yes
UCrEjUl0DjzUG1f8ysTyrEDA,Kent Frazer,,no
