channel_id,channel_title,channel_description,is_official
UCVRv67f9v_6rUxXozI0DeWw,"Anna Manning, FL Real Estate Consultant",,no
UCq_2gOA8sa2Tz964u_hTUYQ,landolakesBIGFOOT,This channel is dedicated to the Land O' Lakes Big Foot that everybody is talking about in the city. Over 100 sightings of this ...,no
UC-fMlkr4JJFOD_uTiUqTd0Q,Hope City Florida,,no
UCT8fdHsYKzEzgurdE4H9CLQ,US Adrift,"My name is Tess Danielson, and I am a freelance journalist looking to document how communities change over time through my ...",no
UCNGmdtherdhmZgjEDkft-OQ,Selling Down South,,no
UCVRv67f9v_6rUxXozI0DeWw,"Anna Manning, FL Real Estate Consultant",,no
UCq_2gOA8sa2Tz964u_hTUYQ,landolakesBIGFOOT,This channel is dedicated to the Land O' Lakes Big Foot that everybody is talking about in the city. Over 100 sightings of this ...,no
UC-fMlkr4JJFOD_uTiUqTd0Q,Hope City Florida,,no
UCNGmdtherdhmZgjEDkft-OQ,Selling Down South,,no
UCPnQ9S1ynmo3731gO9LJBLg,i Love Florida Living,"Helping you find the perfect spot in Greater Tampa Bay for over 20 years. I've lived in the area for 30+ years, soaking in the ...",no
