channel_id,channel_title,channel_description,is_official
UCzVNSjCc0HnwzvaDCtpAj5A,City of Cocoa Beach - Government,"IMPORTANT NOTICE UNDER FLORIDA'S PUBLIC RECORDS LAW: Please be aware that under Chapter 119, Florida Statutes, ...",yes
UCdX6nJsHCNt3spvJhnI4-vg,Double Decker Big Red Bus Cocoa Village Florida,bus normally runs Monday – Saturday 12:00 pm until 1000 pm. The Bus begins its ROUTE at George & Dragon English Tavern in ...,no
UCchVVTpR01PJGdZkzX9e9Hg,Mayor Wes Morrison,"Honored to serve as the 15th Mayor for the City of Cape Canaveral, Florida | Working with the people of Cape Canaveral to ...",yes
UCbWJK7XQyPVBmp15Fwoa4jA,"City of Cocoa, Florida","IMPORTANT NOTICE UNDER FLORIDA'S PUBLIC RECORDS LAW: Please be aware that under Chapter 119, Florida Statutes, ...",yes
UCAZnr7gnDxma61qIkjCg2Dg,CityofCapeCanaveral,,yes
UCAZnr7gnDxma61qIkjCg2Dg,CityofCapeCanaveral,,"providing a behind-the-scenes look at the latest events, activities, and updates in cape canaveral, florida.

answer: yes"
UCzVNSjCc0HnwzvaDCtpAj5A,City of Cocoa Beach - Government,"IMPORTANT NOTICE UNDER FLORIDA'S PUBLIC RECORDS LAW: Please be aware that under Chapter 119, Florida Statutes, ...",yes
UCchVVTpR01PJGdZkzX9e9Hg,Mayor Wes Morrison,"Honored to serve as the 15th Mayor for the City of Cape Canaveral, Florida | Working with the people of Cape Canaveral to ...",yes
UClHLrw5_ntHImMT64IsZTzQ,4 Star View,"4 Star View is a songwriter and musician originally from Tupelo, MS and living in Cape Canaveral, FL. His musical styles vary and ...",no
UCbWJK7XQyPVBmp15Fwoa4jA,"City of Cocoa, Florida","IMPORTANT NOTICE UNDER FLORIDA'S PUBLIC RECORDS LAW: Please be aware that under Chapter 119, Florida Statutes, ...",yes
