channel_id,channel_title,channel_description,is_official
UCDhPAYahe8T8nu-Mt7wTYpg,Town of Lake Park,"The Town of Lake Park is a waterfront town in South Florida that celebrates our residential community, businesses and local ...",yes
UCKV4I12UQ56fjccOmg9C_nw,Town of Lady Lake,Lady Lake is a Florida town located within the fastest growing metropolitan area in the country.,yes
UCysArJ5osLuR2Xufmukpt-Q,Living In South Florida,"Are you wondering what it's like to live in West Palm Beach and surrounding Area ? Well, this is the channel you need!",no
UCJAvRA0UOsMwH3_fSEvrPTw,MOVING FLORIDA MEMORIES ,Films focusing on the development of Florida Entertainment and the Infrastructure of the state.,no
UCpwr8JGbql0QspmW1y8XUzA,Vanilla Sky Films,We are visual content creators a creatives with passion for photography and cinematography.,no
UCckdVefks7IXWM76dzJuddg,pbclc,"Parkview's mission is summed up in three simple words: Believe, Belong, Become. We exist to help people believe the gospel of ...",no
UCNTuVMv2WRVnYcgJx7DjNPQ,Adventures With Purpose,AWP is a Dive Team who Searches Underwater for Missing People FREE of Charge for Families and Law Enforcement. ❤️.,no
UCc2j0JhnR8Hx0Hj13RhCJag,City of Delray Beach,Delray Beach is a vibrant city with historic charm and award-winning beaches. www.delraybeachfl.gov.,yes
UCSphXDdPip2dVKc-AXOfWYQ,Gary Down South,Exploring the Southeast ....,no
UCCnKA8sO4bbVEE2A64wBFmg,Cypress Lakes Village 55+ Community,"Cypress Lakes Village is a 55+ Cove Community located in the vibrant Central Florida city of Lakeland, which is positioned ...",yes
