channel_id,channel_title,channel_description,is_official
UCy3aaJDn0RvmrJpD474Aj4Q,City of Hallandale Beach,This is the official City of Hallandale Beach Government Channel. The channel includes videos produced by the City of ...,yes
UCWfMhEwh8zR738dvhBUeR8A,Hallandale Beach Chamber of Commerce,Our Vision: To promote and offer outreach within the business community with the aim of fostering new growth and continuing ...,no
UCVtTjaaajzCaWsMxHBmTIsA,City of Hollywood,"The City of Hollywood, Florida's YouTube Channel contains videos produced by the Office of Communications, Marketing and ...",yes
UCekGMSWgyt1fjf_AFskBkTg,Florida Real Estate,Real Estate Channel Of Konstantin Egorov P.A. Real Estate Professional In South Florida - South Floirda - New York Your Real ...,no
UCBfvT5GoHEfYYu0U6X2U2yA,Hallandale Beach Guide,"If you live or visit Hallandale Beach follow this account . You can find Deals, Coupons, online shop, Delivery, all Restaurants, ...",no
UCy3aaJDn0RvmrJpD474Aj4Q,City of Hallandale Beach,This is the official City of Hallandale Beach Government Channel. The channel includes videos produced by the City of ...,yes
UCWfMhEwh8zR738dvhBUeR8A,Hallandale Beach Chamber of Commerce,Our Vision: To promote and offer outreach within the business community with the aim of fostering new growth and continuing ...,yes
UCVtTjaaajzCaWsMxHBmTIsA,City of Hollywood,"The City of Hollywood, Florida's YouTube Channel contains videos produced by the Office of Communications, Marketing and ...",yes
UCh9l2APUV1qw_ju74PcpDRA,See Hallandale Beach,,no
UCBfvT5GoHEfYYu0U6X2U2yA,Hallandale Beach Guide,"If you live or visit Hallandale Beach follow this account . You can find Deals, Coupons, online shop, Delivery, all Restaurants, ...",no
