channel_id,channel_title,channel_description,is_official
UC4z9CgD1RQNAwFPMKbTKupw,Temple Terrace,"Incorporated in 1925, Temple Terrace is a city of 25000 on the banks of the Hillsborough River in West Central Florida. Temple ...",yes
UCx4-4RHo_bhTMQJNh6Du0AA,City of Tampa,"Tampa, home to over 340000 residents, is a vibrant, dynamic and beautiful city. Located on the banks of the Hillsborough River, ...",yes
UCetDYq6cgZOkEqlsJ90NFJQ,Tampa Florida Living,Are you wondering what it is like to live in Tampa Florida? Well this is the channel you need! We absolutely love this city and our ...,no
UCrh0i30ju-xWNRJsthZTR_A,Plan Hillsborough,"Plan Hillsborough is a consolidated planning agency serving Tampa, Temple Terrace, Plant City and Unincorporated ...",yes
UCsojHyZb_mkYIU3o32Tbg4w,Hillsborough TPO,The Hillsborough County Metropolitan Planning Organization (MPO) is a transportation policy-making board mandated by federal ...,no
UC4z9CgD1RQNAwFPMKbTKupw,Temple Terrace,"Incorporated in 1925, Temple Terrace is a city of 25000 on the banks of the Hillsborough River in West Central Florida. Temple ...",yes
UCetDYq6cgZOkEqlsJ90NFJQ,Tampa Florida Living,Are you wondering what it is like to live in Tampa Florida? Well this is the channel you need! We absolutely love this city and our ...,yes
UCrh0i30ju-xWNRJsthZTR_A,Plan Hillsborough,"Plan Hillsborough is a consolidated planning agency serving Tampa, Temple Terrace, Plant City and Unincorporated ...",yes
UCgCg1kVddzePlggApvCL5BA,Grace Family Church,Helping families follow Jesus.,no
UCsojHyZb_mkYIU3o32Tbg4w,Hillsborough TPO,The Hillsborough County Metropolitan Planning Organization (MPO) is a transportation policy-making board mandated by federal ...,yes
