channel_id,channel_title,channel_description,is_official
UCamVQiGyAUUJyZMCdP_JOrg,Living in Port St. Lucie Florida,"Thinking about moving to Port Saint Lucie Florida? This channel is all about living in Port Saint Lucie, Florida, moving to Port Saint ...",no
UClq_tphDlSHirmsyLeHJiig,CityPortStLucie,CITY SOCIAL MEDIA TERMS OF USE is located at https://bit.ly/2TZ63dO The Communications Department is responsible for the ...,yes
UCSasihoxaAzvPoC4h9JB91w,LIVING IN PORT ST. LUCIE FLORIDA,"Are you wondering what it is like to live in Port St. Lucie, Florida? Well, this is the channel you need! We absolutely love this town ...",no
UCgPx2ob2EcfRfw0BkEkGbjg,City of Port St Lucie District 3 Council seat,Jared Greenberg for City Council Seat District #3 These are videos about why I want to run for District 3 City of Port St. Lucie ...,no
UCayJDUHZ-njVWywFcCL5q0Q,City of Port St Lucie GIS Department,,yes
UClq_tphDlSHirmsyLeHJiig,CityPortStLucie,CITY SOCIAL MEDIA TERMS OF USE is located at https://bit.ly/2TZ63dO The Communications Department is responsible for the ...,no
UCamVQiGyAUUJyZMCdP_JOrg,Living in Port St. Lucie Florida,"Thinking about moving to Port Saint Lucie Florida? This channel is all about living in Port Saint Lucie, Florida, moving to Port Saint ...",no
UCgPx2ob2EcfRfw0BkEkGbjg,City of Port St Lucie District 3 Council seat,Jared Greenberg for City Council Seat District #3 These are videos about why I want to run for District 3 City of Port St. Lucie ...,no
UCSasihoxaAzvPoC4h9JB91w,LIVING IN PORT ST. LUCIE FLORIDA,"Are you wondering what it is like to live in Port St. Lucie, Florida? Well, this is the channel you need! We absolutely love this town ...",yes
UCFOkrbJKrIQwDjBbEM3iP4w,Jonathan BJ Hayes - Port St Lucie Real Estate,I am a licensed real estate agent in the state of Florida with a concentration on the city of Port St Lucie. Port St Lucie offers the best ...,no
