channel_id,channel_title,channel_description,is_official
UCYRywTfSbAWyZvzRLviQhVA,Town of Kenneth City,"Kenneth City is a town in southern Pinellas County, Florida, between the cities of St. Petersburg and Pinellas Park, with a ...",yes
UC0j-ydOLyLOUClDvzsWMt0Q,Kenneth City Police,"The Kenneth City Police Department is a law enforcement agency serving the town of Kenneth City, Florida. It is our Mission to ...",yes
UCxlc5AdFg702-3Elq_ebReg,"Wat Lao Buddha Phavanaram, Kenneth City Fl",,no
UCsUHkfgy8hwOpzjBCwN7ziA,"Kenneth Roberts Services Old Town, FL",Providing Professional Lawn Care and Maintenance Solutions at Affordable Rates Welcome to Kenneth Roberts Landscaping ...,no
UCACA3ZfwC5O-FI29PKs9A8Q,Kenneth Florida,,no
UCYRywTfSbAWyZvzRLviQhVA,Town of Kenneth City,"Kenneth City is a town in southern Pinellas County, Florida, between the cities of St. Petersburg and Pinellas Park, with a ...",yes
UC0j-ydOLyLOUClDvzsWMt0Q,Kenneth City Police,"The Kenneth City Police Department is a law enforcement agency serving the town of Kenneth City, Florida. It is our Mission to ...",yes
UCxlc5AdFg702-3Elq_ebReg,"Wat Lao Buddha Phavanaram, Kenneth City Fl",,yes
UCCYKyXDNMmK2fjwgPNfjrsg,FloridaRepTheatre,Florida Repertory Theatre is a fully professional regional theatre company in the heart of the Fort Myers River District. Florida Rep ...,yes
UCACA3ZfwC5O-FI29PKs9A8Q,Kenneth Florida,,no
