channel_id,channel_title,channel_description,is_official
UCJx1j7EwQ265XsmKlWiTlow,Bazzons Travel Channel,Exploring the new and old.,no
UClAfziZQ5Gra8DrGRzyq37w,Town of Davie TV,"This is the official ""YouTube"" home of the Town of Davie, Florida, government. Our Public Information Office is responsible for the ...",yes
UCsjG_WlAS2qv-Hic6K16o3w,City of Fort Lauderdale,"WeAreFTL: the official channel for the City of #FortLauderdale, a breathtaking coastal community in the heart of south Florida that ...",yes
UCc2j0JhnR8Hx0Hj13RhCJag,City of Delray Beach,Delray Beach is a vibrant city with historic charm and award-winning beaches. www.delraybeachfl.gov.,yes
UChQtoWHA7rrqjUPhx_jpfqQ,Brevard Drone,"We are Brevard Drone. Home to epic and honest aerial visuals. If a picture is worth a thousand words, then video is worth a million ...",no
UCQinCGCtGVD4RkTQZkxBluw,Margate Florida,"City of Margate, Florida - special events, news etc.",yes
UCaWtxy8xksrpL-nV0y2rJ4g,Margate Talk,,no
UCDwBGgfdWy-LHGJx8kwMwjw,model citizen,,no
UCvDp5JYFUn8ltOgqsUmzlkg,STEAM City Kids,,yes
UCnpZqtZvNO0nXgamgdMwBvg,Alejandro Dominguez,,no
