channel_id,channel_title,channel_description,is_official
UCJQEgz91L5FWvzfDHqIf7fw,North Miami FL,Official City of North Miami YouTube channel. Stay tuned for access to Council Meetings and other videos produced for the City of ...,yes
UCAthAfV8Iqgyl8znznZodlQ,City of Miami Beach TV,"This is the official ""You Tube"" home of the City of Miami Beach, Florida, government. Our communications department is ...",yes
UCQhpCn1mZPMlAtOEl4JfYGQ,Living in North Miami Beach,"Are you wondering what it is like to live in North Miami Beach Florida? Well, this is the channel you need! We absolutely love this ...",no
UCSCzXpZ82FfA5udLY6WynCQ,Town of Miami Lakes,"When it incorporated in December 2000, the Town of Miami Lakes became the 31st municipality in Miami-Dade County. Known ...",yes
UCSsI2UhZkrUHM0HjP9T7wDQ,City of Miami Gov,The Official City of Miami YouTube Channel.,yes
UCJQEgz91L5FWvzfDHqIf7fw,North Miami FL,Official City of North Miami YouTube channel. Stay tuned for access to Council Meetings and other videos produced for the City of ...,yes
UCr741acctc0tgk_PIadhM3g,New Birth Baptist Church Miami,"Under the leadership of Bishop Victor T. Curry, this is the Official YouTube Channel of New Birth Baptist Church, ""The City of Faith"" ...",yes
UCgVZ0mrM3liHNhRYC5Mchgg,WPLG Local 10,"South Florida News, Weather, Entertainment, Sports and more from WPLG Local 10. An ABC affiliate, Local 10 is the No. 1 news ...",yes
UCcUOpm1nKRw1cFgeVKXMWAQ,FC Miami City,"About the FC Miami City Based in Miami, FL, Home-field is Central Broward Regional Park Visit our website www.fcmiamicity.com ...",yes
UCyaEftsFTby_r3ncRHDZiSQ,Museum of Contemporary Art North Miami,The Museum of Contemporary Art (MOCA) is dedicated to making contemporary art accessible to diverse audiences – especially ...,yes
