channel_id,channel_title,channel_description,is_official
UC1k1SYaMvZ-HM5T9Gs7-t-A,"City of Archer, Florida","Public Information distribution site for the City of Archer, Florida.",yes
UCX14W93i-htLJ3hoGO3Deiw,Rural and Inner City Florida State Tour,Showcasing rural and inner city Florida.,no
UCZRyFyozEKJ-S0gV8jaVENg,Dog's Play Training,"Dog's Play is owned by Master Trainer Julie Hughes, CPDT-KA. Julie is a problem canine behavior consultant, CDBC certified ...",no
UC9MNwMuigm3PeKHacwz2xQQ,City of Newberry,Official YouTube channel for the City of Newberry. Includes commission meetings and other municipal government meetings.,yes
UCKt1468kcNjBS2AYgOaBsRQ,"City of Williston, FL","The City of Williston, Florida.",yes
UC1k1SYaMvZ-HM5T9Gs7-t-A,"City of Archer, Florida","Public Information distribution site for the City of Archer, Florida.",yes
UCX14W93i-htLJ3hoGO3Deiw,Rural and Inner City Florida State Tour,Showcasing rural and inner city Florida.,no
UCgpMSk0GQxAp2tmRnqnHFNg,Firelinx,"From Field Displays to Theme Park Shows, Beginners to Experts, and Standard Shows to Custom Shows, Firelinx has you safely ...",no
UCCtubegZrljtV67lafLIDzA,SKTJ AVIATION,,no
UCN8FTsInf97mU-fq6DRCx4g,Roger Archer,"Realtor specializing in 55 and Older communities in Watersound Florida, Panama City Beach. I am currently touring Latitude ...",no
