channel_id,channel_title,channel_description,is_official
UCmPgE2aeFOxuXsUi95xc6iA,Alexandra & Josh | Living on Florida's Space Coast,Hi! We are Alexandra and Joshua Shupe. Welcome to our channel! Alexandra is a former FBI intelligence specialist and Joshua ...,no
UCKKw8c5hvokOdkVSphOvvrQ,Jersey Drone,FLY FOR PHOTOGRAPHY Flying drones and capturing cinematic footage are great hobbies; I encourage people of all ages to get ...,no
UCzVNSjCc0HnwzvaDCtpAj5A,City of Cocoa Beach - Government,"IMPORTANT NOTICE UNDER FLORIDA'S PUBLIC RECORDS LAW: Please be aware that under Chapter 119, Florida Statutes, ...",yes
UCjkmnHloUwrKgYp3soPgp-A,"Linda Hollington, Coldwell Banker Paradise","REALTOR with Coldwell Banker Paradise in Indialantic, Florida 32951, a fabulous beach town in Brevard County, Florida.",no
UCRgzdzZK0sHp0E5XmSxa6wA,Christine Fo,"Welcome to my channel! My name is Christine, and I love discovering all of the fun things to do here in Orlando and sharing them ...",no
UCmPgE2aeFOxuXsUi95xc6iA,Alexandra & Josh | Living on Florida's Space Coast,Hi! We are Alexandra and Joshua Shupe. Welcome to our channel! Alexandra is a former FBI intelligence specialist and Joshua ...,no
UCjZFehNdDJDkkLqmUV5mbFQ,1 Call Real Estate,"1 Call Real Estate is a real estate company located on the Space Coast of Florida. Space Coast Service Area: Viera East, FL ...",yes
UC9bBp_jJlUnn5AouOUED36w,Mike Simms,"This is my personal YouTube channel, so set your expectations accordingly. I am a software developer with a background in cyber ...",no
UCqRdgbQdnPY6DasolpcWPpQ,IRSA 2007 Girls,,no
UCrTjmbvLkMjBIZXbIbJVzyA,Glad Eyecare & Surgery Center,"Glad EyeCare and Surgery Center is located in Palm Bay Florida and serves Palm Bay area, Brevard County, City of Palm Bay, ...",yes
