channel_id,channel_title,channel_description,is_official
UC6DDjAhk2_FY6emhmWrSGfQ,"City of Mulberry, FL","The City of Mulberry, Florida is a thriving little community situated on Highway 60 directly between Tampa and Orlando. Originally ...",yes
UCwRCN_G_tAVkGk42u7mOopg,Living in Celebration,"Welcome to ""Living in Celebration Florida,"" your go-to YouTube channel for everything about life in the charming town that Disney ...",yes
UCitiM7oxJ4Gep-PFUFJr-yw,Greater Hope Church,MISSION Greater Hope Church exists to make disciples who follow Jesus in all of life for the sake of the gospel. VISION Greater ...,no
UCdp_RN7YUMvZs265hNdrytA,Real Estate Central Florida,"Central Florida Real Estate serving Lakeland, Winter Haven, Auburndale, Lake Wales, Davenport, Mulberry, Bartow, Plant City, ...",no
UC1i2Nfg1w1yIm2mTdDVrTeQ,Kalei Fiorentino,,no
UC6DDjAhk2_FY6emhmWrSGfQ,"City of Mulberry, FL","The City of Mulberry, Florida is a thriving little community situated on Highway 60 directly between Tampa and Orlando. Originally ...",yes
UCdp_RN7YUMvZs265hNdrytA,Real Estate Central Florida,"Central Florida Real Estate serving Lakeland, Winter Haven, Auburndale, Lake Wales, Davenport, Mulberry, Bartow, Plant City, ...",no
UCitiM7oxJ4Gep-PFUFJr-yw,Greater Hope Church,MISSION Greater Hope Church exists to make disciples who follow Jesus in all of life for the sake of the gospel. VISION Greater ...,no
UCKXOod7eOmCIcYalw1WSxZg,ASULUZ VIDEO AND PHOTOGRAPHY,"Fotografia de Bodas, Fotografia de Quinceañeras, Fotografia de Bautizos, Videos para Eventos, Videos para Bodas, Videos para ...",no
UCMILGrUV_a246yUJG_bBxYg,Lakeland Florida Junk & Classic Car Buyer,"Polk County Junk Car Buyers - Buying your unwanted, old or junk cars, trucks, classic cars and boats for cash in Polk County, ...",no
