channel_id,channel_title,channel_description,is_official
UC9rYuNYZ-AdxAtpQDF_TZGQ,Oldtown Slingshot,"Thank you for visiting our Slingshot Kissimmee youtube channel!! ""Slingshot"" $30 / Per Rider $20 / USB Video $20 / T-shirt $55 ...",no
UCdzmPsG6-zJSpIxMK9yVdeQ,LIVING IN CENTRAL FLORIDA,"Are you wondering what it's like living in Central Florida? Well, this is the channel you need! I totally love this town and my #1 goal ...",no
UCpBxtO5c5jkOIHaGYCiaTrA,OrlandoHolidayInfo,Some videos about Florida and sometimes of other trips in the USA or anywhere in the world. Visit us at ...,no 
UCCTEW7AgdeI_4Acgdgd2FJg,Tours  Places  4k,Tours Places 4K is all about sharing our tour experiences with you so that you can join us as we travel. Thank you very much for ...,no
UC4NXFicEttZSmch3MhLtqVQ,See The World With Me Uk,Uk based Travel blog follow on Instagram @seetheworldwithmeuk.,no
UC7F24dkT2khMusOdor0vy0g,City of Kissimmee,"Welcome to the offical YouTube account for the City of Kissimmee, Florida. The City of Kissimmee, a municipality governed by five ...",yes
UCcRWlEyZUjRR8M_rgYHbtUg,City of Life Church,"Led by Pastors Jeffrey and Amy Smith, City of Life is a life-giving church in Kissimmee, FL. Our mission is to make the hope of ...",no
UChl0K0RJCN0JeToG7T7RvsQ,The Maxwell at Xentury City,"Discover all that awaits at The Maxwell. Our brand-new luxury apartments in Kissimmee, FL are sure to have all that our residents ...",no
UCkbxYqurvdn5f1MeydDONkA,Kissimmee City Mission Church,"This is the official YouTube page of Kissimmee City Mission Church located in Kissimmee, Florida. Kissimmee City Mission ...",yes
UCZQpwU8WT1HFFulhcTwpYIg,"Solid Rock Community Church, Kissimmee, Fl.",,no
