channel_id,channel_title,channel_description,is_official
UCwsnMjXm2bBr8xtG22ilx5g,Islamorada Village of Islands,"Islamorada, Village of Islands is located in the beautiful Florida Keys. The boundaries are from approximately Mile Marker (MM) ...",yes
UCEOmmEM5qF17RTkDypv9y7Q,5K CityVideos,,not enough information given.
UCbA52pQnU6YO9v--KotEGWg,Suite Life Sanburg,Do you love Florida? Love getting travel inspiration? Want to daydream of the beach instead of clean your house? We got you ...,no
UCmacgIi-q1-lNJSV4sk3IYA,xarelto lawsuit,,no
UCV9-cHh739eWPou9azLKpKg,Robin Brown,,no
UCEOmmEM5qF17RTkDypv9y7Q,5K CityVideos,,no
UCbA52pQnU6YO9v--KotEGWg,Suite Life Sanburg,Do you love Florida? Love getting travel inspiration? Want to daydream of the beach instead of clean your house? We got you ...,no
UCmacgIi-q1-lNJSV4sk3IYA,xarelto lawsuit,,no
UC--UDwhhZNfC4J9KBZBvq0Q,Susan Talarico,"""REAL ESTATE IS A CONVERSATION ... LET'S TALK! Hello there! With over two decades of experience as a real estate ...",no
UCD8DUfuuqPHvwTKJiq0nQgg,Jasmin Begum PA Douglas Elliman,,no
