channel_id,channel_title,channel_description,is_official
UCX9ORl3ueWXD6lBkGl_tvUg,Bayside Church,OUR MISSION Our mission is to encourage more people to become more like Jesus. OUR STRATEGY: 1. WORSHIP JESUS We ...,no
UCKr9me5QJuC173tnPh_4k9g,City of Clearwater,"Thank you for visiting the YouTube channel for the bright and beautiful city of Clearwater, Florida. Learn more at ...",yes
UCeqU4EN_vp34Ps-r02RmbTg,sweetdays,Everyday life!,no
UCLlYmy_4HPLgjIGtFocVguw,James Williams,,no
UCoR3AaPsg1Bv_9KI03wrjBg,Home Safety Solutions,Home Safety Solutions is Tampa Bay's Storm Shielder since 1986. As one of the oldest full-service providers of hurricane & storm ...,no
UCX9ORl3ueWXD6lBkGl_tvUg,Bayside Church,OUR MISSION Our mission is to encourage more people to become more like Jesus. OUR STRATEGY: 1. WORSHIP JESUS We ...,no
UCKr9me5QJuC173tnPh_4k9g,City of Clearwater,"Thank you for visiting the YouTube channel for the bright and beautiful city of Clearwater, Florida. Learn more at ...",yes
UCeqU4EN_vp34Ps-r02RmbTg,sweetdays,Everyday life!,no
UCCR6OuhlpT_JaNZsrpjonAA,Countryside Christian Church,Welcome to the Countryside Christian Church YouTube channel! Join us for our live services every Sunday at 9:15 am and 11:15 ...,no
UCoR3AaPsg1Bv_9KI03wrjBg,Home Safety Solutions,Home Safety Solutions is Tampa Bay's Storm Shielder since 1986. As one of the oldest full-service providers of hurricane & storm ...,no
