channel_id,channel_title,channel_description,is_official
UC8t8L8_njPqi5FrJLP72x2w,"Auto Planet - Hollywood, Florida",Wholesale Autos to the Public and for Export.,no
UCsjG_WlAS2qv-Hic6K16o3w,City of Fort Lauderdale,"WeAreFTL: the official channel for the City of #FortLauderdale, a breathtaking coastal community in the heart of south Florida that ...",yes
UCrjhUv0Borw9ddIX_zUmlqA,Photo And Film Journey,In this channel I feature my videos as a hobby. I'm loving the videos taken while driving around my town. Subscribe and get to ...,no
UC0ytHAr0S86kg_tQVZCi_gQ,Michele Pisano,,no
UCiOdJ4o1H7V4bYZTcXbA3CA,Poudii,,no
UCVtTjaaajzCaWsMxHBmTIsA,City of Hollywood,"The City of Hollywood, Florida's YouTube Channel contains videos produced by the Office of Communications, Marketing and ...",yes
UCJkzRbeEYuD7L4sjfD3P3jw,Hollywood City Mission Church,"This is the official YouTube page of Hollywood City Mission Church in Hollywood, Florida. We are 'A Church With A Heart For All ...",yes
UCIOYdk4b_YREtFv46A33Ujg,"Josh Levy, Mayor of Hollywood, Florida","Josh Levy, Mayor of Hollywood, Florida.",yes
UCdr-fxpduBLIMrGYO6J7dxQ,New Hope Missionary Baptist Church,"The City of Hope, New Hope Missionary Baptist Church located in the heart of Hollywood, Florida. Rev Dr. Jacques C. Wright ...",yes
UCjgHRphH_kuUSw4q42xWqvQ,Hollywood Is A Place,"Videos about Hollywood, Fl, Fort Lauderdale, Broward and South Florida that make it a great, whacky and unique place to live ...",no
