channel_id,channel_title,channel_description,is_official
UCbWJK7XQyPVBmp15Fwoa4jA,"City of Cocoa, Florida","IMPORTANT NOTICE UNDER FLORIDA'S PUBLIC RECORDS LAW: Please be aware that under Chapter 119, Florida Statutes, ...",yes
UC6WL1gbgM10UTjUJEhU3TzA,Lisa Mims,"Real Estate source to show listings and interesting life tips from your neighbor, friend and realtor from Realty ONE Group, Lisa ...",no
UCzVNSjCc0HnwzvaDCtpAj5A,City of Cocoa Beach - Government,"IMPORTANT NOTICE UNDER FLORIDA'S PUBLIC RECORDS LAW: Please be aware that under Chapter 119, Florida Statutes, ...",yes
UCGHxkgcWYs3Ei6v-leDbqeA,Oviedo City Government,"The official Youtube Channel for the City of Oviedo, Florida.",yes
UCVmnLgKGLhHhcyQBKZgzvOw,"City of Deltona, Florida","This is the YouTube channel for DeltonaTV, the government access channel for the City of Deltona, Florida, operated under the ...",yes
UC6WL1gbgM10UTjUJEhU3TzA,Lisa Mims,"Real Estate source to show listings and interesting life tips from your neighbor, friend and realtor from Realty ONE Group, Lisa ...",no
UCFJV_Ceo0HrZD10msqtZYzA,Canaveral Services Group,Canaveral Services Group is a General Contractor working out of Brevard County Florida. Canaveralservicesgroup@gmail.com.,no
UC6Dsro8EKE5ivMCSODoYh9w,Albert Ring,"A Rising Real Estate Professional in Brevard County, Florida. Videos promoting real estate in Brevard County, Florida, and Sales.",no
UCNBtQz4klfAi-jA0JMCZ2wg,Ara Maysonet - Unleashed Exprirence in Real Estate,"My name is Ara Maysonet- I'm a Broker Associate and Team Leader for Resident City of Orlando Team brokerage by eXp Realty, ...",no
UCngwDi9BP3X0o2TevqHEvRw,DatYunginG5,"Garren Grant, better known by his stage name DatYunginG5, is an artist based out of Mims, FL. DatYunginG5 released his debut ...",no
