channel_id,channel_title,channel_description,is_official
UCS6lTmBMhXqlzGJ1_fdl2QQ,Carrollwood Village HOA,"Carrollwood Village Homeowners Association in Tampa, Florida.",yes
UCw4NLvjSRXnBzedOzndJAlA,Carrollwood Village Chiropractic,"The only Chiropractic office in Florida that mixes Upper Cervical Chiropractic with Sports Chiropractic. Tampa, Florida We focus ...",no
UCiH4zBNUBMhDPQ_RFpX0ERg,Classic Martial Art Carrollwood Village,,no
UCFzSYE_pwY-2DTr0_bN5t7w,KB Builders,"Custom Home Builder, Remodeling Contractor + Design K+B Builders Inc., provides the finest in new and luxury home building ...",no
UCgCg1kVddzePlggApvCL5BA,Grace Family Church,Helping families follow Jesus.,no
UCCGGIb2F6DOV4gtA-R6ZFCQ,Living in Tampa Bay FL,"This channel is all about living in Tampa Bay Florida, moving to Tampa Florida, and relocating to Tampa Florida. We also cover ...",yes
UC-ltrT7T2PDRdEEoU5NtOEg,Hillsborough County,"Welcome to Hillsborough County's YouTube channel. Your one stop shop for information regarding programs, services, and ...",yes
UCFzSYE_pwY-2DTr0_bN5t7w,KB Builders,"Custom Home Builder, Remodeling Contractor + Design K+B Builders Inc., provides the finest in new and luxury home building ...",no
UCgCg1kVddzePlggApvCL5BA,Grace Family Church,Helping families follow Jesus.,no
UCEHWYUTAHcHloKIKZ8iAWPw,AdventHealth West Florida Division,The West Florida Division of AdventHealth has some of the nation's brightest medical minds making lifesaving breakthroughs in ...,no
