channel_id,channel_title,channel_description,is_official
UCHqrG0qVvl8VElBaSpSICOw,Anthony your Realtor ,New Home updates.,no
UCtNdVINwfYFTQEEZgMiQ8FA,Bailey Sarian,"Hi my name is Bailey Sarian and I am here to talk about History, True Crime & Makeup. Yes its an odd combination, but I am a ...",no
UCC7QjKxG3vS87LfB--VrTVA,Skyline Aeronautics,"We are Skyline Aeronautics, an aerial photography and cinematography team based in South Florida. We have studied and ...",no
UCyjhyJoPHcQRxPLnWPjOecg,J House Vlogs,"Welcome to J House - an imperfect family trying to improve. We focus on learning, serving, and playing together as a family.",no
UCgIiradKIQvysh6DZI7e2WQ,Polk County Fire Rescue Headquarters,Polk County Fire Rescue (PCFR) is a division of the Polk County Board of County Commissioners. PCFR provides fire ...,yes
UCI6cNAJek0up8XBlbuqIsDw,More Fla Real Estate ,"Discover the top new construction homes in Tampa, Wesley Chapel, Lakeland, Winter Haven, and Orlando with [Your Channel ...",no
UCUqFmlvs-OZvEbPi2_6LyYQ,"North Florida Professional Services, Inc.",,yes
UCBmtONUcQWmIywXah0Pzo9g,Ivania Guthrie Realtor,Familia de Youtube!!! Un placer de poder compartir con ustedes de la maravillas de propiedades que tu podrías llamar HOGAR ...,no
UCHiBaNpzWu-X4POKe86q1fw,"Carlos Resto, Realtor","Hola amig@, soy Carlos Resto y soy Realtor en la Florida Central   Bienvenidos a mi CANAL MI OBJETIVEO #1, es poder ...",no
UCq5nz4yOt6rnFCH6KxoX51g,🔑New Homes Close to Orlando Florida🏡,"Helping you successfully relocate to a New and affordable Home in Polk County, Central Florida   Polk County is and will be for ...",no
