channel_id,channel_title,channel_description,is_official
UCCnKA8sO4bbVEE2A64wBFmg,Cypress Lakes Village 55+ Community,"Cypress Lakes Village is a 55+ Cove Community located in the vibrant Central Florida city of Lakeland, which is positioned ...",no
UCY_5JT1yyTvU525duZWjylA,Grace City,,no
UCrUke7SFdJKkURsNChExdjg,City Central Church,CITY CENTRAL CHURCH A DIFFERENT KIND OF CHURCH⁣ Keeping it simple / Focusing on Him JOIN ...,no
UCqslR6ct6zrx5M9_DjLu8lA,The Lakeland Life,"Hey everyone, I am David Quinones, Realtor® here in Lakeland Florida. To put it plainly-I love Lakeland. To me, Lakeland is ...",no
UCCXcxPmjiTeGwdi5KjggwZA,"Living in Lakeland, Florida","Welcome to ""Living in Lakeland, FL"" - your ultimate destination for all things related to finding your forever home or investment ...",no
UCY_5JT1yyTvU525duZWjylA,Grace City,,no
UCrUke7SFdJKkURsNChExdjg,City Central Church,CITY CENTRAL CHURCH A DIFFERENT KIND OF CHURCH⁣ Keeping it simple / Focusing on Him JOIN ...,no
UCCnKA8sO4bbVEE2A64wBFmg,Cypress Lakes Village 55+ Community,"Cypress Lakes Village is a 55+ Cove Community located in the vibrant Central Florida city of Lakeland, which is positioned ...",yes
UCqslR6ct6zrx5M9_DjLu8lA,The Lakeland Life,"Hey everyone, I am David Quinones, Realtor® here in Lakeland Florida. To put it plainly-I love Lakeland. To me, Lakeland is ...",no
UCuvsbExYRR3tGP41F-_1LaA,LakelandGov,"Welcome to the official YouTube Channel for the City of Lakeland, Florida. Visit lakelandgov.net to learn more about our beautiful ...",yes
