channel_id,channel_title,channel_description,is_official
UCQShHdBtLuKhNIZubS_LX6Q,Merritt Island Cocoa Beach Homes,Real Estate for the Florida Space Coast.,no
UC6Dsro8EKE5ivMCSODoYh9w,Albert Ring,"A Rising Real Estate Professional in Brevard County, Florida. Videos promoting real estate in Brevard County, Florida, and Sales.",no
UCowbRrjNbzoUxbAL2WBMYUA,OnLostStars,"Hey people of YouTube my name is Alec :P I live in a town...city...area.. place thingy named Merritt Island, Florida. This channel is ...",no
UC_3bYaTNTowZU9jnHEoepzw,TitusvilleRealEstate,,no
UChQtoWHA7rrqjUPhx_jpfqQ,Brevard Drone,"We are Brevard Drone. Home to epic and honest aerial visuals. If a picture is worth a thousand words, then video is worth a million ...",no
UCvQPDngBunvcPZsioiJuQ_g,CityOfTitusville,,"""no"""
UC11hy4SA6eV1QW5qTSopFAw,TitusvilleFloridaUSA,"All about the city of Titusville, Florida, gateway to nature and space. Titusville is a city in Brevard County, Florida in the United ...",yes
UC4gWlMz3JNETkYlZ2lcfc9w,floridaplanerides,,no
UCbWJK7XQyPVBmp15Fwoa4jA,"City of Cocoa, Florida","IMPORTANT NOTICE UNDER FLORIDA'S PUBLIC RECORDS LAW: Please be aware that under Chapter 119, Florida Statutes, ...",yes
UCzVNSjCc0HnwzvaDCtpAj5A,City of Cocoa Beach - Government,"IMPORTANT NOTICE UNDER FLORIDA'S PUBLIC RECORDS LAW: Please be aware that under Chapter 119, Florida Statutes, ...",yes
