channel_id,channel_title,channel_description,is_official
UCvP0e6CfTa0MErl4zOsL3ow,City of Lake Wales,,yes
UCTx_TMhStTIz5ic3L-S-bvQ,Lake Wales,"At Lake Wales Chrysler Dodge Jeep Ram, it's not just about buying a car. It's about finding the right car for YOU. That means, we ...",no
UCxbDjdISfUtltXYExrnfpSg,Lake Wales News,"What's happening in Lake Wales, Florida. News, sports, business, schools, lifestyle, entertainment, wellness and voices featured ...",yes
UCZXyV6KG6NDlqXeISqJRKGw,Lake wales,,no
UChBrvBS_ah8VFXgSdu4lw5A,First Presbyterian Church Lake Wales,,no
UCxbDjdISfUtltXYExrnfpSg,Lake Wales News,"What's happening in Lake Wales, Florida. News, sports, business, schools, lifestyle, entertainment, wellness and voices featured ...",no
UClp_-moSOUtM6QRCM1SCUXg,HighPoint Church,We are called to LOVE GOD and LOVE PEOPLE! This channel is part of our vision to share that message with the world.,no
UCbczdqwILFmU1Is4TDBid1g,Ike D,"Goes by the name of ""Big Cheeto"". From Lake Wales Florida. Lives in Salt Lake City Utah! all about the reggae music!",no
UCejzwZiJcohidnyWEOcAQig,Lake Wales Roofing Contractor,"Located in Lake Wales FL, Lake Wales Roofing Contractor http://www.youtube.com/channel/UCejzwZiJcohidnyWEOcAQig is a ...",no
UC1CZWL9TNL9kO96dRc64AKA,Karl Schroeder,Drone Footage.,no
