channel_id,channel_title,channel_description,is_official
UCTF-wEnfKoqXo9WOk-1ev5w,Town of Fort Myers Beach FL,,yes
UCQCrKxBj5Id79syQEsY2Qxg,Simon Wilson,Welcome to my channel! I started this channel with only a phone which I filmed and edited on! Everything comes from nothing and ...,no
UC4yahAL8kFEJcr9fok12W3Q,Brazilian Fellowship Church,"""until we all reach unity in the faith and in the knowledge of the Son of God and become mature, attaining to the whole measure of ...",no
UCN4YHY9Svp-Hn-qoPNiVXCw,Cape TV,CapeTV is the City of Cape Coral's government information channel carried on Comcast Channel 98 and CenturyLink Prism ...,yes
UC-Qo-k4PpXWo4IJQah6_Kqw,City of Punta Gorda,Punta Gorda is the best small city in Florida. The waterfront city of approximately 20000 residents is located one mile from ...,yes
UCQCrKxBj5Id79syQEsY2Qxg,Simon Wilson,Welcome to my channel! I started this channel with only a phone which I filmed and edited on! Everything comes from nothing and ...,no
UCsSRxYAK0PiA7d0XUR6sPFA,The Paranormal Files (Official Channel),"THE PARANORMAL FILES is a web series which explores all things paranormal, including spirits, religion, demons and even ...",no
UCAliFFnAPydMA7LzVnxbdVg,Beth Yeshua Messianic Synagogue - Fort Myers FL,"Welcome to Beth Yeshua Messianic Synagogue www.bethyeshuafla.com 15675 McGregor Blvd Fort Myers, FL 33908 ...",no
UC-zTXFlkp9K_3k_Mu9K3VQg,7News Belize,,yes
UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,"Ben Shapiro is a renowned conservative political pundit, syndicated columnist, lawyer, and NYT bestselling author. He is Editor ...",no
