channel_id,channel_title,channel_description,is_official
UCMWuX8wXgT9Od4IJtdRIdtQ,"Town of Eatonville, FL",TOWN OF EATONVILLE - The Historic Town of Eatonville is the Oldest Black Incorporated Town in America; incorporated in 1887 ...,yes
UCAIOMZtIiK1j4BRpqxZZYbw,The Don Miller Show,"The Don Miller Show” offers a unique blend of savvy, sensible, street-smart, social commentary along with passionate, practical, ...",no
UCA2VHAPLwD1SVv3wtXhpA3w,Why Not Go,"My love of 70's punk rock is a huge part of WhyNotGo and I try to tell stories that give you my perspective as a fan during that time, ...",no
UCbtPLqrCsPwI7gVvAHehyHg,Orlando &  Florida Vacation Homes,"Are you wondering what it is like to have a vacation home or an investment property in Orlando or Florida? Well, this is the ...",no
UCVMYZrP_lLvO59cfnOcaDWQ,Super Producer HQ,"Super Producer HQ hails from a small town called Eatonville, Florida. Inspired by Producers such as Dr Dre, Yeezy, Neptunes, ...",no
UCMWuX8wXgT9Od4IJtdRIdtQ,"Town of Eatonville, FL",TOWN OF EATONVILLE - The Historic Town of Eatonville is the Oldest Black Incorporated Town in America; incorporated in 1887 ...,yes
UCrOGg6n2Qjw6yujcrwc0Z3g,"City of Sanford, FL","Official Youtube Channel of City of Sanford, Florida. There's Always Something Going On in Historic Sanford. As one of the oldest ...",yes
UC5wlyXuI47PWOI904Tqp1EA,T P,"BORN AND RAISED Eatonville, Florida Est.1887 BOOKING/CONTACT INFO: liltpman@gmail.com Twitter: @liltpman Instagram: ...",no
UCDlZa0hPoPD3gjwRZrv9A6Q,VISIT FLORIDA,"VISITFLORIDA.com - the State's Official Source for Travel Planning. We love everything about the Sunshine State, and encourage ...",yes
UCGHxkgcWYs3Ei6v-leDbqeA,Oviedo City Government,"The official Youtube Channel for the City of Oviedo, Florida.",yes
