channel_id,channel_title,channel_description,is_official
UCrjhUv0Borw9ddIX_zUmlqA,Photo And Film Journey,In this channel I feature my videos as a hobby. I'm loving the videos taken while driving around my town. Subscribe and get to ...,no
UCsjG_WlAS2qv-Hic6K16o3w,City of Fort Lauderdale,"WeAreFTL: the official channel for the City of #FortLauderdale, a breathtaking coastal community in the heart of south Florida that ...",yes
UCrqfMAUJ3raiTe_H4hfbx3A,OutCoast TV: LGBTQ+ Florida & U.S. Gay,OutCoastTV and OutCoast.com create travel content to highlight LGBTQ-inclusive destinations around the country. That's right!,no
UCbrdp3aw-flJUh4pVPxO5RA,J and her friends,"Made in Taiwan 台灣製造   South Florida 南佛州     Living life one bite at a time, I document my adventures in eating, drinking ...",no
UClAfziZQ5Gra8DrGRzyq37w,Town of Davie TV,"This is the official ""YouTube"" home of the Town of Davie, Florida, government. Our Public Information Office is responsible for the ...",yes
UCzPPu1PG9fclSXg70e_LJFg,Island City Smiles,"Dentist Wilton Manors FL, Cosmetic Dentistry, (954) 994-2893.",no
UCh3legBFKeKNlo7eM11pUsA,WILMALifeTV,"Videos in and around the city of Wilton Manors, FL.",no
UCxMq-qQUX4_yATDa3w-2GuA,Manuel Barrios Real Estate,Local Real Estate Agent in Fort Lauderdale.,no
UC-r8hO3D4QBrTyMFT85MFZw,bocadral,,"i'm sorry, but the description of the channel is missing. can you provide the complete information so i can make an assessment?"
UCFLWvXg4v4bc1TXIgplgfww,FORT LAUDERDALE HOME TOURS,754-244-1933 This channel is designed to showcase the work of DAN OBRIAN PHOTO at FORT LAUDERDALE HOME TOURS.,no
