channel_id,channel_title,channel_description,is_official
UCqAtMzvK306flC7dEPhAJjQ,Columbia County Florida,This channel is to live stream and archive public Board of County Commissioner Meetings.,yes
UCRkbBisoT_YonQAuRa4Wj8g,Michelle Thomas Team | SWFL Luxury Real Estate,"Michelle Thomas is a top-producing Realtor in the Naples and Marco Island, Florida area. Specializing in luxury residential real ...",no
UCHIjbw0_2A_B2jNwhKeRapw,White-Wilson Medical Center,"White-Wilson Medical Center occupies a unique position on Florida's Emerald Coast as one of the largest, multi-specialty, ...",no
UCakIVH4t7k4vZe1AWPpewgA,Tommy G,I make the craziest documentaries on YouTube.,no
UCKygRpISlqs5TufcT3JtRng,Dale Philip,My travel experiences.,no
UC9MNwMuigm3PeKHacwz2xQQ,City of Newberry,Official YouTube channel for the City of Newberry. Includes commission meetings and other municipal government meetings.,yes
UCwmkVV1il8iFFZzphSKyjeA,Matthew Rende,,no
UCbSVilC_zBzrUbd7rqPzm6g,WhiteSands Treatment,WhiteSands Treatment is a leader in the #addiction treatment field for #drugs #alcohol and #prescription treatment. We are a multi ...,no
UCiOdJ4o1H7V4bYZTcXbA3CA,Poudii,,no
UCv_1pD19YIxXbQYz6TQ9Cmg,Temanian,Temanian.,no
