channel_id,channel_title,channel_description,is_official
UCpzAJigyTTM4gsU8NrjakIw,City Of Sebastian,"The City of Sebastian is providing this channel in order to provide our citizens a way to access the content that is aired on COStv, ...",yes
UChoXriK3GHv4ASGKla9nDBw,Living In Vero Beach And Sebastian Florida,Hey everyone and welcome to my channel! I live right here in Sebastian Florida and I want to show you all the unique lifestyle that ...,no
UCUaCllkHa44nRDmgT6jaqnQ,City of Sebastian Florida Events,Videos of various events in Sebastian Florida.,no
UC6YNAuTGN_aIcmyZALHaA0w,Sebastian Inlet Fishing,"Hello anglers, I'm Andy Hodges with your Sebastian Inlet Fishing report in Florida! I'll help you discover what's biting at the pier, ...",no
UCDM11rJl-6xOqUoRGErN1SA,ReelDopeFishing,Welcome to ReelDopeFishing! We are 3 friends that come from a small town in Sebastian Florida. We all have love for fishing and ...,no
UCUaCllkHa44nRDmgT6jaqnQ,City of Sebastian Florida Events,Videos of various events in Sebastian Florida.,yes
UCpzAJigyTTM4gsU8NrjakIw,City Of Sebastian,"The City of Sebastian is providing this channel in order to provide our citizens a way to access the content that is aired on COStv, ...",yes
UCJ_agM8QscH4pI-l45HsE_g,Living Local Sebastian ,"Considering a move to Sebastian, Florida? Join me, Jody Jean Shirley, on Living Local Sebastian's exclusive guide to the city's ...",no
UCjkuymK0TyOiVwHPXomGdQQ,Sebastian Saxon,"Aspiring FPV Drone pilot, homesteader, husband, father. Contact info: sebastian.m.saxon@gmail.com.",no
UCEi_ih1X1F7lOe0oERF7uYg,David McElveen,,no
