channel_id,channel_title,channel_description,is_official
UCDDZxCRoWh5rMmQuF8oS9ag,"City of New Port Richey, Florida","The City of New Port Richey, Florida, is proud to announce its newest channel titled, ""In the City."" This channel will highlight City ...",yes
UCHuYQOv-m-w3w9Ag5Aa_BjQ,"New Port Richey, Florida","New Port Richey is a city in Pasco County, Florida, United States. It is a suburban city included in the Tampa-St.",yes
UCiFHiXnOZzzF-gbtAbd2m6Q,City of Port Richey,,yes
UCdiMCzy-Z9NAE5xYWz7RGkg,Bill Zeltman - New Port Richey Guru,The official YouTube page of New Port Richey's Official Town Guru Bill Zeltman. Contact Bill for all of your real estate needs in the ...,yes
UCANQLBu7Ae6oxxjxerUq8mA,About The Town With Di,I'm Dianne Lareau. I share video montages about the towns and places that I visit. As a realtor and long time resident of west ...,no
UCDDZxCRoWh5rMmQuF8oS9ag,"City of New Port Richey, Florida","The City of New Port Richey, Florida, is proud to announce its newest channel titled, ""In the City."" This channel will highlight City ...",yes
UCiFHiXnOZzzF-gbtAbd2m6Q,City of Port Richey,,yes
UCHuYQOv-m-w3w9Ag5Aa_BjQ,"New Port Richey, Florida","New Port Richey is a city in Pasco County, Florida, United States. It is a suburban city included in the Tampa-St.",yes
UCkFSkUONyJproc24XYv10Tg,Mosaic NPR,"We are a multi-generation church in New Port Richey, FL seeking to reach our city and the world with Gospel of Jesus Christ.",no
UCuzO323iMaemsxyL4psdHvw,Angel's Port Richey,"Native to Florida, Port Richey is my current landing place. I made it far from New Port Richey across the river. We have grown up ...",no
