channel_id,channel_title,channel_description,is_official
UClUMQPoYao_K1Vs3tOOVonA,City of Doral,"Thank you for visiting Doral TV on YouTube! We welcome you to view our programming right here on demand, on Comcast ...",yes
UCE-06gTrN72jhD1772a5ZtQ,Doral Real Properties,Realty World in South Florida.,no
UCaNhb_FglM2IijkrGuXX_Qg,Miami City Map,Videos y entrevistas de lo mejores lugares y servicios en el área de Doral Florida - USA.,no
UC8hlViRPztUQDZ9wyiIKHBw,Bark's Club,"Dog daycare, boarding, and hotel serving the City of Miami Spring and Doral, FL. For the best dog boarding sitters experts Bark's ...",no
UCqHZSUCLgi8ta1W-kdshpGA,Doral Station Luxury Apartment Rentals,"Perfectly located at 1062 NW 87th Avenue in Miami/Doral, your new, all-inclusive luxury apartment residence at Town Apartments ...",no
UClUMQPoYao_K1Vs3tOOVonA,City of Doral,"Thank you for visiting Doral TV on YouTube! We welcome you to view our programming right here on demand, on Comcast ...",yes
UCTz1Jn-Os9DenGgvxinN3NQ,Doral City Church,"Doral City Church es una iglesia cristiana en Doral, FL. Nuestra misión es ayudar a las personas a acercarse a Dios a través de ...",no
UChYZRZl3XfCWK2_Jt4ZaY0g,Site Doral,"Doral, incorporated on June 24, 2003, in one of thirty-four municipalities in Miami-Dade County, Florida. Conveniently located just ...",yes
UC8hlViRPztUQDZ9wyiIKHBw,Bark's Club,"Dog daycare, boarding, and hotel serving the City of Miami Spring and Doral, FL. For the best dog boarding sitters experts Bark's ...",no
UCWqcSGLDhwqNLbDTQgfaiUQ,Doral Soccer Club,"The primary purpose of Doral Soccer Club is to develop, promote and administer both a recreational and competitive soccer ...",no
