channel_id,channel_title,channel_description,is_official
UCN7BX7zOhLxX6lijxKYHbvw,"City of Fort Meade, Florida","Official YouTube page for the City of Fort Meade, Florida.",yes
UCAliFFnAPydMA7LzVnxbdVg,Beth Yeshua Messianic Synagogue - Fort Myers FL,"Welcome to Beth Yeshua Messianic Synagogue www.bethyeshuafla.com 15675 McGregor Blvd Fort Myers, FL 33908 ...",yes
UCzQCnOk8Khc11Ix7zja5raw,Cheryl Skinner-Marble - Real Estate Agent,"Welcome to Central Florida Homes for Sale, presented by Cheryl Skinner-Marble & Jay Marble. Xcellence Realty Call/Text for ...",no
UCMILGrUV_a246yUJG_bBxYg,Lakeland Florida Junk & Classic Car Buyer,"Polk County Junk Car Buyers - Buying your unwanted, old or junk cars, trucks, classic cars and boats for cash in Polk County, ...",no
UChBrvBS_ah8VFXgSdu4lw5A,First Presbyterian Church Lake Wales,,no
UCN7BX7zOhLxX6lijxKYHbvw,"City of Fort Meade, Florida","Official YouTube page for the City of Fort Meade, Florida.",yes
UCAliFFnAPydMA7LzVnxbdVg,Beth Yeshua Messianic Synagogue - Fort Myers FL,"Welcome to Beth Yeshua Messianic Synagogue www.bethyeshuafla.com 15675 McGregor Blvd Fort Myers, FL 33908 ...",no
UCMILGrUV_a246yUJG_bBxYg,Lakeland Florida Junk & Classic Car Buyer,"Polk County Junk Car Buyers - Buying your unwanted, old or junk cars, trucks, classic cars and boats for cash in Polk County, ...",no
UC1hGizu74_ZR3wpjxbzrfCA,City of Auburndale,"The purpose of this Youtube Channel is to enhance customer service, outreach and increase citizen involvement with the ...",yes
UCvrQ3uRbUw0-URe5MT1AwvQ,Fiebre Latina,"Para Contratacciones, favor de comunicarse con Jaime al: ** (863) 323-2123 (Llamadas y Textos) o FibreLatinaUSA@Gmail.com ...",no
