channel_id,channel_title,channel_description,is_official
UCztHD2BXMbQEKxaLQfdZDOg,LIVING IN PALM COAST FLORIDA,"HABLO ESPANOL Y INGLES!! Are you wondering what it is like to live in Palm Coast Florida? Well, this is the channel you need!",no
UCFPqq7L_aURrMj20VcWFwFw,Preservation Foundation of Palm Beach,The Preservation Foundation of Palm Beach is dedicated to preserving the architectural and cultural heritage and the unique ...,yes
UCZ0u4ZHEwFnO1NOWMuLR-qg,PALM COAST FLORIDA LIVING,"Moving to Palm Coast Florida? Let's chat!⬇️   We are all about Palm Coast Florida living, moving to Palm Coast Florida, and ...",no
UC0bCUnP5RrkJZUtd3bBz6Kw,WPTV News - FL Palm Beaches and Treasure Coast,"WPTV NewsChannel 5, the NBC affiliate in West Palm Beach, is Florida's top rated television station. WPTV covers Palm Beach ...",yes
UCXjtpfAMzSsuMMHXNr3sfyg,Palm Beach Shores Real Estate,,no
UCutMtNq3Rm4NzsRYtNMHSAg,City of Palm Coast,Welcome to the official YouTube Channel of the City of Palm Coast - your all-in-one resource for everything Palm Coast. Here you ...,yes
UCnMfkPwjPMtyJKjLO88GqwQ,City of Palm Beach Gardens,"This is the official YouTube channel for the City of Palm Beach Gardens, Florida, a Signature City which celebrates quality-of-life ...",yes
UC8I5opEq1KM8XVH3Rervmkw,WPB-TV,Welcome to the City of West Palm Beach's official YouTube channel. We broadcast live and prerecorded city meetings and videos ...,yes
UCznA2roFMZo9c-ah7DXVRfA,Royal Palm Beach,,no
UC0bCUnP5RrkJZUtd3bBz6Kw,WPTV News - FL Palm Beaches and Treasure Coast,"WPTV NewsChannel 5, the NBC affiliate in West Palm Beach, is Florida's top rated television station. WPTV covers Palm Beach ...",yes
