channel_id,channel_title,channel_description,is_official
UCdQzsJZb7Dv9yHZSUqtm70w,Dean John,We understand that selling your home can be a difficult and confusing process. We can simplify the process by making you a clear ...,no
UCilgmGx4Fur21ua8m1rNV9A,Michael Reynolds,Gaming to fishing.,no
UCV16EkKPCgzzDv3JWbKz-gg,crabtrapper,,no
UCAlP-UqNx3uWm027YYCto5g,Ghetta bag Zach,,no
UC1y1Y9Jj0ywqD4wPPDbtFMQ,E Nathan,,no
UCxtvri-ztRUzmjPnMGAMZoA,Levy County Florida Boat Ramps,"Boat ramps along salt & brackish water in Levy County Florida. This includes the city of Cedar Key, Yankeetown and Inglis.",yes
UCeaTEsauZDkE2qu1DXyu-ow,Kayak Chris,I started kayak fishing in September of 2014. Over the past few years I have learned a lot. I grew up in Jupiter Florida bass fishing ...,no
UCjYlcXBuUvEAe7Nu3SNkJHg,seecretflorida,We moved back to Florida a year ago. We did live in South Florida before but we love living in the Northern part of Florida much ...,no
UCh4KmdtJs5Fhq1AmrpzYeFA,Reckless Lucidity,"Fulltime RVer, traveling medical worker sharing life #fulltimerv #rvlife #fulltimetravel #motorcyclegirl.",no
UCousjLlaJMz9SxWh2qwNF_w,Florida Kayak Fishing,Hi I'm Kevin. I put my passion for fishing and adventure aside for 30 years while I embarked on a career and raised a family.,no
