channel_id,channel_title,channel_description,is_official
UCKr9me5QJuC173tnPh_4k9g,City of Clearwater,"Thank you for visiting the YouTube channel for the bright and beautiful city of Clearwater, Florida. Learn more at ...",yes
UCAkNPf00JA9Ri0iKw7xFjPA,"St. Petersburg, FL",,no
UCUY0nCWCrOFPbvrSziL3T-A,100 Commission Real Estate Commission Tampa,"Tampa 100 Commission Real Estate Commission. Olympus Executive Realty Tampa ® 2700 North MacDill Avenue, Suite 217 ...",no
UC0_0XZvkUUN3vQXEvRKiKtA,Olympus Executive Realty® Tampa,"OLYMPUS EXECUTIVE REALTY, HOME OF TOP PRODUCERS® | 100% Commission Real Estate OLYMPUS EXECUTIVE ...",no
UCuXYPanqwvRgQQkQEyq2SVA,Kang Zumwalt,"Growing from seed to harvest, we chronicle the entire process using vertical stacks and containers. Located near St. Petersburg, ...",no
UCKr9me5QJuC173tnPh_4k9g,City of Clearwater,"Thank you for visiting the YouTube channel for the bright and beautiful city of Clearwater, Florida. Learn more at ...",yes
UCU5ocMcwbaVkK5RgaKIZK_w,"City of Treasure Island, FL (Official Page)","Treasure Island, located along the Gulf of Mexico, is home to white sandy beaches, pristine waters, hotels, restaurants and ...",yes
UCFzSYE_pwY-2DTr0_bN5t7w,KB Builders,"Custom Home Builder, Remodeling Contractor + Design K+B Builders Inc., provides the finest in new and luxury home building ...",no
UCvyWIvLXvOkHEyNQx491TeQ,BATS Taxi Service,"BATS Taxi Service, headquartered in sunny, St Pete Beach FL, services the Pinellas County Area. Our service area includes the ...",no
UCx4-4RHo_bhTMQJNh6Du0AA,City of Tampa,"Tampa, home to over 340000 residents, is a vibrant, dynamic and beautiful city. Located on the banks of the Hillsborough River, ...",yes
