channel_id,channel_title,channel_description,is_official
UCa5RIuXxKdxruIMCKfwXoFQ,Fields BMW Winter Park,"Fields BMW in Winter Park, Florida is a BMW Dealership with a wide selection of BMW and luxury vehicles in addition to our BMW ...",no
UCS37r4Mi9qzChGYHrM4AqwA,Victory Outdoor Services,Come along as we journey through life as a contractor making that easy money doing it Victory Style!,no
UCEyi-9caWqpqYuWWB2JhK-A,"Redeemer Lutheran Church -Winter Park, FL","A community congregation in Winter Park, Florida which is part of the Evangelical Lutheran Church in America. Our families and ...",yes
UCjdLlHXEtHHnpzDj6_mhbJg,Urban Goodness,"For anyone who enjoys geography, urban planning, and travel. Explore Main Streets, small towns, and other vibrant urban ...",no
UCcKA33rq5GIiQz1WnvEpOUQ,Shelby Martin,Your Local Orlando Realtor Guiding you through Central Florida one neighborhood at a time RE/MAX Town & Country Realty.,no
UCNfTNaBpBKqnSnxwAlO1f5g,City of Winter Park,"One of the finest cities in the United States, Winter Park, Fla., is considered by many to be the premier urban village in the ...",yes
UCHpVnkQOta6J6T3-OobVnsw,Winter Park Library,"Offerings from the Winter Park Public Library in Winter Park, Florida.",yes
UCMSJbGMm9HzE5ov3bA3FUEw,Winter Park Chamber of Commerce,"The mission of the Winter Park Chamber of Commerce is to convene people and ideas to create value for members, support ...",yes
UCzOPub-bYyDYmC7xCJcAEfA,Winter Park Pride Project,"The Winter Park Pride Project is a non-profit dedicated to promoting LGBTQ+ inclusivity and acceptance in Winter Park, Florida.",no
UCHzk6pDJET3lg5gCzbxovjQ,Winter Park Masonic Lodge ,"Winter Park Masonic Lodge #239 F&A.M. is a Lodge of Freemasons located at 1495 Grand Road, Winter Park, Florida 32792.",yes
