channel_id,channel_title,channel_description,is_official
UCSasihoxaAzvPoC4h9JB91w,LIVING IN PORT ST. LUCIE FLORIDA,"Are you wondering what it is like to live in Port St. Lucie, Florida? Well, this is the channel you need! We absolutely love this town ...",no
UCBtF8cqQuaTaiNGukvW6BGg,Casas De Walkers - Port St Lucie Real Estate,"Buying or Selling Your Home in the Treasure Coast area of FL? Let us ""walk with you"" and provide the best service you could ever ...",no
UCFOkrbJKrIQwDjBbEM3iP4w,Jonathan BJ Hayes - Port St Lucie Real Estate,I am a licensed real estate agent in the state of Florida with a concentration on the city of Port St Lucie. Port St Lucie offers the best ...,no
UCSmQFC1pHyNgh7GE0DHlQuw,Coastal Karin Realtor Life of Florida,Looking for your PIECE OF PARADISE but can't quite get off the mainland?******************** Let me show you around Port St.,no
UCzeRE7brAko8MtjFpHhbLOg,Town of Sewall's Point,"Sewall's Point is a town located on the peninsula of the same name in Martin County, Florida, United States.",yes
UCSasihoxaAzvPoC4h9JB91w,LIVING IN PORT ST. LUCIE FLORIDA,"Are you wondering what it is like to live in Port St. Lucie, Florida? Well, this is the channel you need! We absolutely love this town ...",no
UCFOkrbJKrIQwDjBbEM3iP4w,Jonathan BJ Hayes - Port St Lucie Real Estate,I am a licensed real estate agent in the state of Florida with a concentration on the city of Port St Lucie. Port St Lucie offers the best ...,yes
UCSmQFC1pHyNgh7GE0DHlQuw,Coastal Karin Realtor Life of Florida,Looking for your PIECE OF PARADISE but can't quite get off the mainland?******************** Let me show you around Port St.,no
UCMgiL4Cr7lbtxRy3LX5hcWg,New Homes Treasure Coast Florida,"Carlleen Wilson, with 25 years of real estate experience on Florida's East Coast. Specializing in New, Newer Construction Homes ...",no
UC9aTaUNU77HJqU0YwIkPcWg,Treasure Coast Homes by Raphael Gonzalez,Are you wondering what it is like to live on the Treasure Coast or South Florida in general? Well this is the channel you need!,no
