channel_id,channel_title,channel_description,is_official
UClAfziZQ5Gra8DrGRzyq37w,Town of Davie TV,"This is the official ""YouTube"" home of the Town of Davie, Florida, government. Our Public Information Office is responsible for the ...",yes
UCuMlQrlwP3lFERNuQGkwzhg,The Local Church,"The perfect place for imperfect people! You matter to God, and you matter to us. We'd love to connect with you at ...",no
UCQuUujo4gIp8r6xqCOg3meg,The Davie Police Department,This is the official YouTube channel for the Davie Police Department. The Davie Police Department is located in Broward County ...,yes
UCmBczuRev48cFM-TLjE11QA,Davie / Ft. Lauderdale KOA,"Conveniently located near main highways; in the historic rural & western theme atmospheres of the Town of Davie, Florida, our ...",no
UC5PrkGgI_cIaSStOyRmLAKA,One Bite Pizza Reviews,"Posted every Monday - Friday at 6pm ET. One bite everybody knows the rules. Barstool Founder Dave ""El Pres"" Portnoy reviews ...",no
UCuFTUutriilnsXLfzKw9H5A,"Living in Davie, FL","Jackie Bacaris, South Florida Realtor JustSoldWithJackie.com In today's competitive market, selecting the right realtor to work with ...",no
UCQuUujo4gIp8r6xqCOg3meg,The Davie Police Department,This is the official YouTube channel for the Davie Police Department. The Davie Police Department is located in Broward County ...,yes
UCxwJmHbzxgB6BdCvh42cdFw,"CITI Pawn Shop in Davie, FL- Casa de Empeño en Florida: (954) 452-0920",,no
UCaUhnSHQLfPlsk7D2peIhIA,Cooper City's Got Talent,"Promoting local talent in Cooper City and Davie, Florida.",yes
UCBxVKKKDsPcLCRiWAfXflKQ,Miracle Dental Center,,no
