channel_id,channel_title,channel_description,is_official
UCFzSYE_pwY-2DTr0_bN5t7w,KB Builders,"Custom Home Builder, Remodeling Contractor + Design K+B Builders Inc., provides the finest in new and luxury home building ...",no
UCKr9me5QJuC173tnPh_4k9g,City of Clearwater,"Thank you for visiting the YouTube channel for the bright and beautiful city of Clearwater, Florida. Learn more at ...",yes
UCvyWIvLXvOkHEyNQx491TeQ,BATS Taxi Service,"BATS Taxi Service, headquartered in sunny, St Pete Beach FL, services the Pinellas County Area. Our service area includes the ...",no
UC0_0XZvkUUN3vQXEvRKiKtA,Olympus Executive Realty® Tampa,"OLYMPUS EXECUTIVE REALTY, HOME OF TOP PRODUCERS® | 100% Commission Real Estate OLYMPUS EXECUTIVE ...",no
UCUY0nCWCrOFPbvrSziL3T-A,100 Commission Real Estate Commission Tampa,"Tampa 100 Commission Real Estate Commission. Olympus Executive Realty Tampa ® 2700 North MacDill Avenue, Suite 217 ...",yes
UCFzSYE_pwY-2DTr0_bN5t7w,KB Builders,"Custom Home Builder, Remodeling Contractor + Design K+B Builders Inc., provides the finest in new and luxury home building ...",yes
UCKr9me5QJuC173tnPh_4k9g,City of Clearwater,"Thank you for visiting the YouTube channel for the bright and beautiful city of Clearwater, Florida. Learn more at ...",yes
UCx4-4RHo_bhTMQJNh6Du0AA,City of Tampa,"Tampa, home to over 340000 residents, is a vibrant, dynamic and beautiful city. Located on the banks of the Hillsborough River, ...",yes
UC0_0XZvkUUN3vQXEvRKiKtA,Olympus Executive Realty® Tampa,"OLYMPUS EXECUTIVE REALTY, HOME OF TOP PRODUCERS® | 100% Commission Real Estate OLYMPUS EXECUTIVE ...",no
UCvyWIvLXvOkHEyNQx491TeQ,BATS Taxi Service,"BATS Taxi Service, headquartered in sunny, St Pete Beach FL, services the Pinellas County Area. Our service area includes the ...",no
