channel_id,channel_title,channel_description,is_official
UCpIwjeID-_IsL6oloXX_Vww,SellMyHouseFL,Sell My House FL has many videos to choose from on how to sell your house in Florida. We have local Real Estate Professionals ...,no
UCjz_7rtn4mlvNUg3vGh_GxA,Stephen Engasser / Living in South Florida,"I've been in the Real Estate market since 2003, and I specialize in a handful of areas in town, namely Broward & Palm Beach ...",no
UC47MosCNufqdNkEcAnZV38g,Mariane Tamaz,"From luxury homes, town homes and condominiums to first time homebuyers and investors, Mariane is your resource for ...",no
UCdc-UPMrYa5OWAIkOzHkhBQ,Travel Boardwalk,Welcome to my channel Travel Boardwalk. Follow me on my travels through Florida. My Travel Boardwalk family is growing.,no
UCYh9Vs40GAG5cpisrfxau9g,poolsideperi,Out to have fun shooting vid's of surfing & the beach in South Florida plus of vid's of my adorable kitties.,no
UCf0-sNJj4CD4tM0febaexhw,"Living in Pompano Beach, Florida",,no
UC-ltrT7T2PDRdEEoU5NtOEg,Hillsborough County,"Welcome to Hillsborough County's YouTube channel. Your one stop shop for information regarding programs, services, and ...",yes
UCGOxU-8iNOeoG3a337shXoA,City of Deerfield Beach,"This is the official video channel of the City of Deerfield Beach, Florida, government. The mission of the Office of Public Affairs and ...",yes
UCc2j0JhnR8Hx0Hj13RhCJag,City of Delray Beach,Delray Beach is a vibrant city with historic charm and award-winning beaches. www.delraybeachfl.gov.,yes
UCjCjFoBPc1AkT7iNJ3UWvTA,LIV South Florida,"This channel is all about LIVing in South Florida, moving to South Florida and relocating to South Florida. What are we ...",no
