channel_id,channel_title,channel_description,is_official
UCwZ_cs5bjbolbNCivZzjNVg,"Joellen Sardo, Realtor SOFLO LIVING","SoFlo Living. Are you wondering what it is like to live in Pompano and Deerfield Beach Florida? Well, this channel is all you need I ...",no
UCc2j0JhnR8Hx0Hj13RhCJag,City of Delray Beach,Delray Beach is a vibrant city with historic charm and award-winning beaches. www.delraybeachfl.gov.,yes
UCIj2aFKwYPRoO3ALuth-C8w,rickyspartanricky,,no
UCTAGr8WCa44Y3Q2Bb6UN2mw,Town of Highland Beach,,yes
UCDDqsbjm10Z8IlxQfXNo-Sg,kelsey morin,,no
UCGOxU-8iNOeoG3a337shXoA,City of Deerfield Beach,"This is the official video channel of the City of Deerfield Beach, Florida, government. The mission of the Office of Public Affairs and ...",yes
UCOQYtsRE9VUkfA0n0Ywd-zw,Deerfield Beach Commission Meetings and Workshop,Commission meetings are held on the first and third Tuesday of each month at 7:00 PM in the City Commission Chambers located ...,yes
UCceTPJZ6nggjz7_yjTVFi7Q,The Church at Deerfield Beach - Florida,"The Church at Deerfield Beach info@dfb.church 701 NE 2nd Street Deerfield Beach, Florida, 33441 954-427-1216 Reformed ...",no
UCssEcyTNU_mX1bCHt4OWXQQ,DeerfieldCashForGold,"Florida Gold Exchange has the best Deerfield Beach cash for gold store in the City of Deerfield Beach, FL. If you watch the videos ...",no
UCc2j0JhnR8Hx0Hj13RhCJag,City of Delray Beach,Delray Beach is a vibrant city with historic charm and award-winning beaches. www.delraybeachfl.gov.,yes
