channel_id,channel_title,channel_description,is_official
UCNzeny-WIgQIAP-W6ljZ-7w,City of St. Augustine Beach,"This channel is setup for the City of St. Augustine Beach Florida, our residents, and visitors. http://www.staugbch.com/",yes
UCGo5vwRYSpfXUkOzdLYP7Vw,Saint Augustine Florida,"St. Augustine Florida but also about FL in general with a focus on history, nature, houses and practical information about St. Johns ...",no
UCaZ52yuQngijy0dC1xGCDbw,LIVING IN ST AUGUSTINE,"Are you wondering what it is like to live in St Augustine, Florida? Well, this is the channel you need! We absolutely love this town ...",no
UCznXKvxj3U1dEQDprXBmlQA,St. Augustine Live,"Enjoy our 24/7 LIVE cameras and videos from historic St. Augustine, Florida https://www.stauglive.com A big thank you to our local ...",yes
UCn-85XvIe4GenO_y303lFqQ,See St Augustine,"A video guide of the Nation's Oldest City, St. Augustine, Florida. Hi, my name is Joe Mehm and I've been a resident of the St ...",yes
UCNzeny-WIgQIAP-W6ljZ-7w,City of St. Augustine Beach,"This channel is setup for the City of St. Augustine Beach Florida, our residents, and visitors. http://www.staugbch.com/",yes
UCznXKvxj3U1dEQDprXBmlQA,St. Augustine Live,"Enjoy our 24/7 LIVE cameras and videos from historic St. Augustine, Florida https://www.stauglive.com A big thank you to our local ...",yes
UCdrmowtz6SxfFXcqeUZIiMg,Ronnie Martin JPAR City & Beach St Augustine ,"There's much to see here as you look for a home in NE FL and in particular St Augustine . We have the beaches, marshes, ...",no
UCn-85XvIe4GenO_y303lFqQ,See St Augustine,"A video guide of the Nation's Oldest City, St. Augustine, Florida. Hi, my name is Joe Mehm and I've been a resident of the St ...",yes
UC4RXa62LavoYrKHOU6VSpXw,LIVING in Jacksonville & St Augustine Florida,"Are you wondering what it's like to live in Jacksonville or St. Augustine Florida? Josh & Katelynn Cotton, Founders of the ""Move ...",no
