channel_id,channel_title,channel_description,is_official
UC37u7TSbW8mnbSOWdjo7A1A,City of Niceville ,"Official YouTube channel for the City of Niceville, FL.",yes
UCRLUt_WYLgB3aUMNUaZUwbg,GenUChurch,We are a family oriented community of faith where anyone at any stage of life can experience the dynamic Presence of God.,no
UCyZoJXqYEHdo3TPLqiY77hw,City of Niceville Youth Advisory Council,,yes
UCHBzRkPz_zZtTHRacEhbRDA,Mickey Mason,My name is Mickey I'm from a small town Niceville Florida. It's in northwest Florida about 12 miles north of the Gulf of Mexico.,no
UCcR7AhgBUPez7jqNySk02HQ,Life on the Emerald Coast,"We are dedicated to showcasing Life on the Emerald Coast. Are you wondering what it is like to live in Destin Florida, Fort Walton ...",no
UC37u7TSbW8mnbSOWdjo7A1A,City of Niceville ,"Official YouTube channel for the City of Niceville, FL.",yes
UCyZoJXqYEHdo3TPLqiY77hw,City of Niceville Youth Advisory Council,,"promotes events and activities for the youth in niceville, florida.          "
UCRLUt_WYLgB3aUMNUaZUwbg,GenUChurch,We are a family oriented community of faith where anyone at any stage of life can experience the dynamic Presence of God.,no
UCBqPi_8ANzGyCLd7_3vIyOA,FirstCommandChannel,Welcome to First Command's channel! We coach military families in their pursuit of financial security. Our financial advisors shape ...,no
UCNTAnM1o8267lsdxEpx-UCw,Emerald Coast Life and Beaches,"Explore the beaches and lifestyles on the Emerald Coast in Florida's Panhandle. We explore restaurants, events, and things to do ...",no
