channel_id,channel_title,channel_description,is_official
UCa8-2wE1yx1xKwkC-lqdbjQ,Fruitland Park Library's Community Spotlight,Community Spotlight in Fruitland Park Florida.,no
UCPDPB6iDcz0aI3YWHyK2tsg,Florida Streets,"""Florida Streets is the perfect channel for those who want to experience the beautiful state of Florida from the comfort of their home ...",no
UCTRzl9X2f5Tkx1-emrUXuSQ,the altem life,"Hello! Thanks for checking us out. Welcome to the altem life. On this channel, we show you all things to do in Florida! We do all ...",no
UCUXn3WKrlZV7YdZ0oDCjkbA,MICHAEL HARRIS - Village To Bay Home Team,Michael Harris - Realtor - US Navy Veteran Village To Bay Home Team - eXp Realty Cell: 352-857-1222 For more home for sale ...,no
UC4UimES_xLEu_7VPyMrIeKA,The Villages Florida,"The Villages is an active retirement community located in sunny central Florida. Conceived over 50 years ago, our hometown has ...",yes
UCPDPB6iDcz0aI3YWHyK2tsg,Florida Streets,"""Florida Streets is the perfect channel for those who want to experience the beautiful state of Florida from the comfort of their home ...",no
UC4pe3z-l-XkGG1g6xXU-PXg,OrlandoHomeShow,If you are going to be living anywhere in Orlando Central Florida Area then this is the channel you need! We tell you what it's like ...,no
UCxoj144x33hmdvwm2Upiyhg,LakeFront TV,Lake Front TV is the 24/7 television channel based in Lake County. . We provide quality community programming profiling the best ...,no
UC4UimES_xLEu_7VPyMrIeKA,The Villages Florida,"The Villages is an active retirement community located in sunny central Florida. Conceived over 50 years ago, our hometown has ...",yes
UCTRzl9X2f5Tkx1-emrUXuSQ,the altem life,"Hello! Thanks for checking us out. Welcome to the altem life. On this channel, we show you all things to do in Florida! We do all ...",no
