channel_id,channel_title,channel_description,is_official
UC4wQpu4nER3WJOYQWjia0Jg,crystalriverflorida,Crystal River Florida is a small Gulf Coast town in Central Florida. The 2010 recorded people population was only 3108. However ...,no
UC17qX_n5mGdn8tTiReiU8GA,Living in Citrus County FL,"Living in Citrus County FL. Never heard of Citrus County, Florida? It is definitely one Florida's hidden little gems. Up coming ...",no
UCcd1OEcu4YP54CVYQQgvn2Q,Crystal River Mall,,no
UCqBam4bY2uhL8Cwz0wZN5_A,Ozello Fish Company,"19y/o Lady Angler & USCG Capt. Shelby Perry alongside FL Native Fishing Guide Jacob Imhoff out of Ozello, Crystal River, FL ...",no
UCkdn_aOZezV4wDvqx9WNEiw,Epic Adventures in Florida,"Join us on some great Adventures and see some Florida wildlife, historical sites, funny videos and some beautiful,and relaxing ...",no
UCkvsjel5l3XzDb_JZcAubBw,Citrus County Florida Homes For Sale,Realtor with ERA Suncoast Realty Serving Citrus County Florida Contact me at 352-507-5675 monroeb2005@gmail.com Follow ...,no
UCtE4RiPSw8QgXDZ4O98weIg,Citrus County Live !,,no
UCJPHswyQOvTVB6DmR7GcHjQ,Walking Florida,"Welcome to Walking Florida, a YouTube channel dedicated to exploring the best of the Sunshine State. Thank you for joining us ...",no
UCpMV7uj_qRcm_C7iO4_nt8A,CitrusFloridaRE,,no
UCD7LijUj5Tj30wDMfDeunGg,sin city 702,,no
