channel_id,channel_title,channel_description,is_official
UCx2bGNY3hdcZ7LxlnbDZotw,LIVING IN JACKSONVILLE FLORIDA,"This channel is all about living in Jacksonville, Florida, moving to Jacksonville Florida, and relocating to Jacksonville Florida.",no
UC_YFbvKedjnVjqrZqBR4L8Q,News4JAX The Local Station,"News4JAX, WJXT4, The Local Station, News4JAX.com -- the most trusted source for local news in Northeast Florida and ...",yes
UCVGBv0P99Uvs-1b6jh6Rrfw,Jacksonville Florida Living,"I'm Justin Agustin, a local realtor with REAL Broker since 2018 and your ultimate guide to the vibrant city of Jacksonville, Florida!",no
UCU9xLHsLRbJVstjY4mmUouQ,Traveling Man Adam,Looking at America big & small thru my camera lens.,no
UCwUNYEHsH11ipk-QC4GEnUg,River City Science,"River City Science Academy is a tuition-free public charter school in Jacksonville, Florida focused on STEM education. We believe ...",no
UCQXwBvLTGVcXhWdrGDJWssQ,City of Jacksonville JaxGIS,"Our vision is to create a GIS foundation for data integration that will help integrate government silos and help all understand, ...",yes
UCVGBv0P99Uvs-1b6jh6Rrfw,Jacksonville Florida Living,"I'm Justin Agustin, a local realtor with REAL Broker since 2018 and your ultimate guide to the vibrant city of Jacksonville, Florida!",no
UCwUNYEHsH11ipk-QC4GEnUg,River City Science,"River City Science Academy is a tuition-free public charter school in Jacksonville, Florida focused on STEM education. We believe ...",no
UC_YFbvKedjnVjqrZqBR4L8Q,News4JAX The Local Station,"News4JAX, WJXT4, The Local Station, News4JAX.com -- the most trusted source for local news in Northeast Florida and ...",no
UCVUul4Ql0tmLXfehb4lRKzg,JustCBD,Our premium line of CBD products have been independently lab tested to be the purest quality of CBD oil products on the market.,no
