channel_id,channel_title,channel_description,is_official
UC-TvSKYaWyn1CjZawu7f4rg,Living The Country Life With Thomas Collins,"Hello, This YouTube Channel is about living in the country and doing country things just sit down & enJoy the video's never know ...",no
UCr-vNn17PrufJ9_zST03Tfg,What The Hales,"Welcome to What The Hale$ What The Hale$ is where you'll be EDUCATED, EQUIPPED and ENCOURAGED (with a dash of ...",no
UCRS1qSv3rir40j0gnfHcWiQ,Madam Mayor's Adventures,Welcome to Madam Mayor's Adventures. This channel was created by Therese and Brett Granger to document our journey in an ...,no
UCNaTM9CgsKOvq8A_vPMFOFw,TheNearFarEXP,We have always loved finding old historic and abandoned places. So we decided to film our adventures and share them with you!,no
UCL46mCeS8Zz6NmejFGESlqA,Mark Grodotz,South Florida Bike Life follow for daily and weekly bike nights and rides.,no
UC9MNwMuigm3PeKHacwz2xQQ,City of Newberry,Official YouTube channel for the City of Newberry. Includes commission meetings and other municipal government meetings.,yes
UCVbyyWG-qtXD-96OGU7djDg,Ace Videos,"Fishing is my #1 passion with filming and video editing being my #1 hobby. In 2016, I combined the 2 on my YouTube channel ...",no
UCnoDBN2eLiJamBbSpqKpN_Q,WCJB TV20 News,"Your Local Station for North Central Florida News, Weather and Sports. For news tips, email tv20news@wcjb.com.",yes
UC6P-EXSove1nm152xTM0ExQ,Roof Pros,"Welcome to the Roof Pros! We are specialist in helping with your Roof Projects. We love educating our consumers, so enjoy ...",no
UCn8hkFUDjW8RZj2rMjaXozg,Richard Pulliam,,no
