channel_id,channel_title,channel_description,is_official
UCRvsc71rjgODkV1NTPnzQKQ,FloridaSmallTowns,I travel to small towns around Florida that have a lot of history.,no
UC9GEhEY1GnAdFh93bzB2hPw,Ant Junya Ant_Jayr,"Born and raised in Tallahassee, Florida to a Bahamian father and an American Mother. His American grandparents are from a ...",no
UCZ9Rv9KandxcTY5KdJy71pA,Dasha McNamara ,"Discovering Florida's finest, fun places and shows. Antique Shopping with me. Shop with me.",no
UCXbPTWdyWFyt_kIE_zUUvqA,Marshall Edmundson,"Im Marshall Edmundson. I live in a sleepy little town in Florida called Williston with my son Nick. Ill be uploading all kinds of stuff, ...",no
UCWt0lzwoyEaz6xwFA9AFXWA,Rick Dudley,"Travel, food, and fun.",no
UCKt1468kcNjBS2AYgOaBsRQ,"City of Williston, FL","The City of Williston, Florida.",yes
UC1WYtkQC5nrt09Q87PiJkAw,Citywaterllc,,no
UCX14W93i-htLJ3hoGO3Deiw,Rural and Inner City Florida State Tour,Showcasing rural and inner city Florida.,no
UC1Fr1EWilGTSaKBuk1bNyTg,Lake City Middle School Boys Basketball,,no
UCrZ_Qud2FcjE0A28y-pIj3w,Moving to Ocala Florida,"Welcome to our YouTube channel dedicated to all things related to moving to Ocala, Florida and it's surrounding areas! If you're ...",yes
