channel_id,channel_title,channel_description,is_official
UCdXKhYx8-pKCDCE_4oZ8jwA,EnviroDroneTech,"My name is Matthew Donelick and I own the small business startup, EnviroDroneTech, based in Tallahassee, Florida.",no
UCHDv0KTnSQfmS4OyWO58F6w,Chris Must List,Sponsorship & Collaborations: chrismustlist@gmail.com.,no
UCOqgKz-scFUaneyQ2rAWaIQ,Djjovez Jovez,"Dj.Jovez was born in a town in havana cuba called marianao, since little he had this thing for music since his mother was a pianist ...",no
UCJCYXzOLYQhiwRmyDIMYwEg,Conch Town Records,"The Conch Town Records is an indie record label located in Key West, Florida. This channel will feature our artists and others that ...",no
UCLnPZcwZFovmJL9emyuyyRg,Meet Tien,"http://NguyenDoanTien.com Welcome to Meet Tien channel! Mình là NGUYỄN ĐOÀN TIẾN, rất may mắn được sinh sống tại Hoa ...",no
UCDDuWqghtA_cIi_aNRn_v7Q,Edward360tv,This channel is about traveling and showing what's really out there.,no
UCLXuUQEaobOjgA-gAxNei-A,Havana Night Restaurant & Bakery,Cuban Food.,no
UCcN_TR9KLf2Hp8wEwPpjlzQ,Global Walking Tours,Welcome To Global Walking Tours. The Channel Is About Traveling To Different Countries Around the World Experiencing Their ...,no
UCPL4Zei3Iwfj9BfP73WLtmQ,City Walk,"Welcome to City Walk, your guide to urban exploration in Florida and beyond! Join us on captivating walking tours through the ...",no
UCq6nphY04b3bxzl1pTXwuLw,Frutas  Havana TV,"Promocion Arte en Frutas , Vegetales y Recetas de Cocina.",no
