channel_id,channel_title,channel_description,is_official
UCOAsS_oXDEida5PdhtJwYuA,"City of Opa-locka, FL",City of Opa-locka's Official YouTube Channel.,yes
UChmNLu1Bv0zVYGk2SswiBKA,Pentecostal City Mission Church Opa Locka,,no
UCewUTFSc6orfBA5JugU-Z2Q,New Life In The City,"New Life In The City is a non-denominational church founded upon the truth of GOD's WORD, where we gather in a spirit filled ...",no
UCC-H4LRxZk4Ed-i6wmYmHxQ,The Opa-locka Community Development Corp. (OLCDC),"OLCDC is a nonprofit organization, serving as a catalyst in rebuilding N. Miami-Dade's most challenging low-income ...",yes
UCsjG_WlAS2qv-Hic6K16o3w,City of Fort Lauderdale,"WeAreFTL: the official channel for the City of #FortLauderdale, a breathtaking coastal community in the heart of south Florida that ...",yes
UCOAsS_oXDEida5PdhtJwYuA,"City of Opa-locka, FL",City of Opa-locka's Official YouTube Channel.,yes
UCC-H4LRxZk4Ed-i6wmYmHxQ,The Opa-locka Community Development Corp. (OLCDC),"OLCDC is a nonprofit organization, serving as a catalyst in rebuilding N. Miami-Dade's most challenging low-income ...",yes
UC9edBjFkVMWnwL56ZZHl-Pw,USAGhettos,,no
UCay3T8l-jhJUuJ9SGcElRMQ,Harris_x28,Check out my Instagram @Harris_x28.,no
UCewUTFSc6orfBA5JugU-Z2Q,New Life In The City,"New Life In The City is a non-denominational church founded upon the truth of GOD's WORD, where we gather in a spirit filled ...",no
